"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
9.168569870E-1,-2.051250076E1,-3.825000048E0,-4.245000076E1
9.268569870E-1,-2.175000000E1,-3.487500191E0,-4.290000153E1
9.368569870E-1,-2.047500038E1,-2.981250048E0,-4.173750305E1
9.468569870E-1,-2.103750038E1,-4.706250191E0,-4.346250153E1
9.568569870E-1,-2.101875114E1,-4.425000191E0,-4.316250229E1
9.668569870E-1,-2.071875000E1,-4.687500000E0,-4.391250229E1
9.768569870E-1,-2.100000000E1,-4.406250000E0,-4.211250305E1
9.868569870E-1,-2.115000153E1,-3.862500191E0,-4.335000229E1
9.968569870E-1,-1.916250038E1,-4.987500191E0,-4.271250153E1
1.006856987E0,-2.100000000E1,-4.143750191E0,-4.258125305E1
1.016856987E0,-1.989375114E1,-3.656250238E0,-4.261875153E1
1.026856987E0,-2.096250153E1,-3.712500095E0,-4.185000229E1
1.036856987E0,-2.000625038E1,-2.962500095E0,-4.173750305E1
1.046856987E0,-2.236875153E1,-3.525000095E0,-4.320000076E1
1.056856987E0,-2.191875076E1,-4.331250191E0,-4.196250153E1
1.066856987E0,-2.178750038E1,-4.743750095E0,-4.254375076E1
1.076856987E0,-1.989375114E1,-4.068750381E0,-4.185000229E1
1.086856987E0,-2.085000038E1,-4.275000095E0,-4.333125305E1
1.096856987E0,-2.019375038E1,-3.675000191E0,-4.261875153E1
1.106856987E0,-2.101875114E1,-4.687500000E0,-4.256250000E1
1.116856987E0,-2.176875114E1,-4.181250095E0,-4.256250000E1
1.126856987E0,-1.942500114E1,-3.750000238E0,-4.246875000E1
1.136856987E0,-2.111250114E1,-3.862500191E0,-4.138125229E1
1.146856987E0,-2.100000000E1,-4.687500000E0,-4.179375076E1
1.156856987E0,-2.021250153E1,-3.675000191E0,-4.321875000E1
1.166856987E0,-2.068125153E1,-4.668750286E0,-4.119375229E1
1.176856987E0,-2.197500038E1,-5.587500095E0,-4.235625076E1
1.186856987E0,-2.148750114E1,-4.856250286E0,-4.269375229E1
1.196856987E0,-1.931250000E1,-4.575000286E0,-4.258125305E1
1.206856987E0,-2.100000000E1,-3.731250048E0,-4.350000000E1
1.216856987E0,-2.070000076E1,-4.387500286E0,-4.258125305E1
1.226856987E0,-2.083125114E1,-4.256250381E0,-4.243125153E1
1.236856987E0,-2.145000076E1,-4.293750286E0,-4.196250153E1
1.246856987E0,-1.946250153E1,-5.006250381E0,-4.136250305E1
1.256856987E0,-2.145000076E1,-4.575000286E0,-4.164375305E1
1.266856987E0,-2.272500038E1,-4.800000191E0,-4.252500153E1
1.276856987E0,-2.004375076E1,-3.525000095E0,-4.306875229E1
1.286856987E0,-2.131875038E1,-4.706250191E0,-4.179375076E1
1.296856987E0,-2.145000076E1,-4.575000286E0,-4.134375000E1
1.306856987E0,-1.961250114E1,-4.593750000E0,-4.213125229E1
1.316856987E0,-2.058750153E1,-5.081250191E0,-4.404375076E1
1.326856987E0,-2.023125076E1,-4.631250381E0,-4.211250305E1
1.336856987E0,-2.100000000E1,-4.687500000E0,-4.179375076E1
1.346856987E0,-2.233125114E1,-2.550000191E0,-4.263750076E1
1.356856987E0,-2.105625153E1,-2.062500000E0,-4.207500076E1
1.366856987E0,-2.100000000E1,-4.968750000E0,-4.149375153E1
1.376856987E0,-2.188125038E1,-3.637500048E0,-4.108125305E1
1.386856987E0,-2.096250153E1,-3.168750048E0,-4.321875000E1
1.396856987E0,-2.021250153E1,-4.087500095E0,-4.183125305E1
1.406856987E0,-2.206875038E1,-3.506250143E0,-4.350000000E1
1.416856987E0,-2.223750114E1,-4.631250381E0,-4.132500076E1
1.426856987E0,-2.085000038E1,-4.537500381E0,-4.196250153E1
1.436856987E0,-1.996875000E1,-4.912500381E0,-4.391250229E1
1.446856987E0,-2.115000153E1,-3.862500191E0,-4.335000229E1
1.456856987E0,-2.081250000E1,-3.562500238E0,-4.275000000E1
1.466856987E0,-2.143125153E1,-3.881250143E0,-4.198125076E1
1.476856987E0,-2.019375038E1,-4.087500095E0,-4.153125000E1
1.486856987E0,-2.143125153E1,-3.337500095E0,-4.245000076E1
1.496856987E0,-2.191875076E1,-4.612500191E0,-4.164375305E1
1.506856987E0,-2.176875114E1,-4.743750095E0,-4.149375153E1
1.516856987E0,-2.055000114E1,-5.081250191E0,-4.164375305E1
1.526856987E0,-1.991250038E1,-4.068750381E0,-4.260000229E1
1.536856987E0,-2.070000076E1,-4.668750286E0,-4.211250305E1
1.546856987E0,-2.053125000E1,-4.518750191E0,-4.166250229E1
1.556856987E0,-2.221875000E1,-4.631250381E0,-4.102500153E1
1.566856987E0,-2.004375076E1,-3.787500143E0,-4.245000076E1
1.576856987E0,-2.173125076E1,-3.206250191E0,-4.215000153E1
1.586856987E0,-1.968750000E1,-2.943750143E0,-4.173750305E1
1.596856987E0,-2.131875038E1,-4.443750381E0,-4.316250229E1
1.606856987E0,-2.133750153E1,-4.987500191E0,-4.284375000E1
1.616856987E0,-2.017500114E1,-3.393750191E0,-4.186875153E1
1.626856987E0,-2.002500153E1,-2.962500095E0,-4.308750153E1
1.636856987E0,-2.004375076E1,-3.806250095E0,-4.275000000E1
1.646856987E0,-2.126250076E1,-3.450000048E0,-4.185000229E1
1.656856987E0,-1.976250076E1,-4.743750095E0,-4.196250153E1
1.666856987E0,-1.848750114E1,-3.281250238E0,-4.355625153E1
1.676856987E0,-2.079375076E1,-3.018750191E0,-4.248750305E1
1.686856987E0,-2.079375076E1,-3.843750238E0,-4.063125229E1
1.696856987E0,-2.120625114E1,-2.193750143E0,-4.100625229E1
1.706856987E0,-2.103750038E1,-1.762500048E0,-4.117500305E1
1.716856987E0,-2.045625114E1,-2.287500143E0,-4.252500153E1
1.726856987E0,-2.163750076E1,-1.256250024E0,-4.194375229E1
1.736856987E0,-2.013750076E1,-2.400000095E0,-4.160625076E1
1.746856987E0,-1.948125076E1,-1.387500048E0,-4.226250076E1
1.756856987E0,-2.088750076E1,-2.175000191E0,-4.130625153E1
1.766856987E0,-2.060625076E1,-2.437500000E0,-4.160625076E1
1.776856987E0,-2.193750000E1,-9.937500358E-1,-4.194375229E1
1.786856987E0,-2.000625038E1,-3.506250143E0,-4.065000153E1
1.796856987E0,-1.995000076E1,-1.706250072E0,-4.179375076E1
1.806856987E0,-2.103750038E1,-1.781250119E0,-4.177500153E1
1.816856987E0,-2.060625076E1,-1.893750072E0,-4.299375153E1
1.826856987E0,-2.085000038E1,-1.200000048E0,-4.059375000E1
1.836856987E0,-2.002500153E1,-8.625000119E-1,-3.866250229E1
1.846856987E0,-1.991250038E1,-9.937500358E-1,-4.046250153E1
1.856856987E0,-2.053125000E1,-6.375000477E-1,-4.168125153E1
1.866856987E0,-1.869375038E1,-1.762500048E0,-4.059375000E1
1.876856987E0,-2.081250000E1,-6.375000477E-1,-4.001250076E1
1.886856987E0,-1.858125114E1,4.875000119E-1,-3.933750153E1
1.896856987E0,-1.968750000E1,4.125000238E-1,-4.038750076E1
1.906856987E0,-2.109375000E1,5.812500119E-1,-4.111875153E1
1.916856987E0,-1.955625153E1,-0.000000000E0,-4.081875229E1
1.926856987E0,-2.004375076E1,9.375000000E-2,-4.171875000E1
1.936856987E0,-2.094375038E1,1.875000000E-1,-4.050000000E1
1.946856987E0,-1.918125153E1,1.556250095E0,-3.997500229E1
1.956856987E0,-1.921875000E1,1.256250024E0,-4.224375153E1
1.966856987E0,-2.148750114E1,1.537500024E0,-3.873750305E1
1.976856987E0,-1.906875038E1,7.312500477E-1,-4.070625305E1
1.986856987E0,-2.073750114E1,1.593750119E0,-4.042500305E1
1.996856987E0,-1.824375153E1,1.481250048E0,-3.939375305E1
2.006856987E0,-1.918125153E1,1.556250095E0,-3.967500305E1
2.016856987E0,-1.957500076E1,2.362500191E0,-3.744375229E1
2.026856987E0,-2.051250076E1,2.175000191E0,-3.757500076E1
2.036856987E0,-2.021250153E1,1.500000000E0,-3.665625000E1
2.046856987E0,-1.882500076E1,1.575000048E0,-3.757500076E1
2.056856987E0,-1.955625153E1,2.925000191E0,-3.778125000E1
2.066856987E0,-1.910625076E1,3.093750238E0,-3.900000000E1
2.076856987E0,-1.893750000E1,2.700000048E0,-3.686250305E1
2.086856987E0,-1.878750038E1,2.287500143E0,-3.731250000E1
2.096856987E0,-1.897500038E1,2.681250095E0,-3.913125229E1
2.106856987E0,-1.974375153E1,2.212500095E0,-3.789375305E1
2.116856987E0,-1.689375114E1,3.243750095E0,-3.706875229E1
2.126856987E0,-1.957500076E1,2.100000143E0,-3.682500076E1
2.136856987E0,-1.951875114E1,2.925000191E0,-3.611250305E1
2.146856987E0,-1.891875076E1,2.962500095E0,-3.688125229E1
2.156856987E0,-1.786875153E1,3.037500143E0,-3.885000229E1
2.166856987E0,-1.781250000E1,3.731250048E0,-3.753750229E1
2.176856987E0,-1.888125038E1,3.937500238E0,-3.691875076E1
2.186856987E0,-1.702500153E1,4.762500286E0,-3.894375229E1
2.196856987E0,-1.794375038E1,4.556250095E0,-3.802500153E1
2.206856987E0,-1.891875076E1,3.656250238E0,-3.856875229E1
2.216856987E0,-1.813125038E1,3.431250095E0,-3.721875000E1
2.226856987E0,-1.766250038E1,3.600000143E0,-3.768750000E1
2.236856987E0,-1.981875038E1,3.881250143E0,-3.690000153E1
2.246856987E0,-1.888125038E1,4.631250381E0,-3.860625076E1
2.256856987E0,-1.770000076E1,6.525000095E0,-3.735000229E1
2.266856987E0,-1.715625000E1,4.893750191E0,-3.774375153E1
2.276856987E0,-1.773750114E1,5.268750191E0,-3.654375076E1
2.286856987E0,-1.809375000E1,3.731250048E0,-3.556875229E1
2.296856987E0,-1.803750038E1,5.531250000E0,-3.701250076E1
2.306856987E0,-1.762500000E1,5.400000095E0,-3.986250305E1
2.316856987E0,-1.681875038E1,5.887500286E0,-3.810000229E1
2.326856987E0,-1.711875153E1,6.412500381E0,-3.916875076E1
2.336856987E0,-1.835625076E1,6.206250191E0,-3.838125229E1
2.346856987E0,-1.815000153E1,3.018750191E0,-3.780000305E1
2.356856987E0,-1.914375114E1,5.456250191E0,-3.789375305E1
2.366856987E0,-1.781250000E1,4.293750286E0,-3.830625153E1
2.376856987E0,-1.685625076E1,5.456250191E0,-3.943125153E1
2.386856987E0,-1.822500038E1,5.100000381E0,-3.744375229E1
2.396856987E0,-1.794375038E1,4.556250095E0,-3.847500229E1
2.406856987E0,-1.833750153E1,6.468750477E0,-3.840000153E1
2.416856987E0,-1.807500076E1,5.250000000E0,-3.864375305E1
2.426856987E0,-1.588125038E1,6.075000286E0,-3.841875076E1
2.436856987E0,-1.803750038E1,6.487500191E0,-3.870000076E1
2.446856987E0,-1.753125000E1,7.087500095E0,-3.753750229E1
2.456856987E0,-1.876875114E1,7.143750191E0,-3.736875153E1
2.466856987E0,-1.681875038E1,5.475000381E0,-3.746250153E1
2.476856987E0,-1.665000153E1,6.037500381E0,-3.765000153E1
2.486856987E0,-1.696875000E1,5.325000286E0,-3.701250076E1
2.496856987E0,-1.691250038E1,6.843750477E0,-3.768750000E1
2.506856987E0,-1.571250057E1,6.506250381E0,-3.858750153E1
2.516856987E0,-1.801875114E1,6.768750191E0,-3.796875000E1
2.526856987E0,-1.631250000E1,6.056250095E0,-3.660000229E1
2.536856987E0,-1.548750019E1,7.631250381E0,-3.742500305E1
2.546856987E0,-1.676250076E1,6.731250286E0,-3.721875000E1
2.556856987E0,-1.818750000E1,6.337500095E0,-3.855000305E1
2.566856987E0,-1.710000038E1,6.412500381E0,-3.856875229E1
2.576856987E0,-1.533750057E1,8.062500000E0,-3.866250229E1
2.586856987E0,-1.678125000E1,6.431250095E0,-3.811875153E1
2.596856987E0,-1.704375076E1,7.668750286E0,-3.725625229E1
2.606856987E0,-1.584375095E1,6.375000477E0,-3.661875153E1
2.616856987E0,-1.736250114E1,7.518750191E0,-3.740625000E1
2.626856987E0,-1.736250114E1,6.825000286E0,-3.661875153E1
2.636856987E0,-1.659375000E1,7.293750286E0,-3.710625076E1
2.646856987E0,-1.691250038E1,6.300000191E0,-3.630000305E1
2.656856987E0,-1.638750076E1,8.006250381E0,-3.652500153E1
2.666856987E0,-1.655625153E1,8.268750191E0,-3.744375229E1
2.676856987E0,-1.530000019E1,8.062500000E0,-3.654375076E1
2.686856987E0,-1.561875057E1,8.475000381E0,-3.731250000E1
2.696856987E0,-1.531875038E1,8.062500000E0,-3.729375076E1
2.706856987E0,-1.486875057E1,7.950000286E0,-3.744375229E1
2.716856987E0,-1.608750153E1,8.025000572E0,-3.699375153E1
2.726856987E0,-1.359375095E1,7.912500381E0,-3.566250229E1
2.736856987E0,-1.389375019E1,8.175000191E0,-3.566250229E1
2.746856987E0,-1.485000038E1,7.687500477E0,-3.577500153E1
2.756856987E0,-1.421250057E1,8.550000191E0,-3.733125305E1
2.766856987E0,-1.501875019E1,8.081250191E0,-3.791250229E1
2.776856987E0,-1.605000114E1,9.262500763E0,-3.735000229E1
2.786856987E0,-1.505625057E1,1.018125057E1,-3.588750076E1
2.796856987E0,-1.441875076E1,7.425000191E0,-3.712500000E1
2.806856987E0,-1.400625038E1,9.262500763E0,-3.586875153E1
2.816856987E0,-1.539375019E1,9.600000381E0,-3.615000153E1
2.826856987E0,-1.498125076E1,7.818750381E0,-3.487500000E1
2.836856987E0,-1.603125000E1,9.693750381E0,-3.706875229E1
2.846856987E0,-1.380000019E1,1.040625000E1,-3.545625305E1
2.856856987E0,-1.651875114E1,8.550000191E0,-3.639375305E1
2.866856987E0,-1.353750038E1,9.168750763E0,-3.541875076E1
2.876856987E0,-1.528125095E1,8.775000572E0,-3.628125000E1
2.886856987E0,-1.441875076E1,1.008750057E1,-3.498750305E1
2.896856987E0,-1.494375038E1,9.075000763E0,-3.568125153E1
2.906856987E0,-1.447500038E1,9.375000000E0,-3.601875305E1
2.916856987E0,-1.385625076E1,1.010625076E1,-3.770625305E1
2.926856987E0,-1.383750057E1,9.431250572E0,-3.541875076E1
2.936856987E0,-1.413750076E1,1.008750057E1,-3.635625076E1
2.946856987E0,-1.288125038E1,1.100625038E1,-3.686250305E1
2.956856987E0,-1.410000038E1,1.134375000E1,-3.641250229E1
2.966856987E0,-1.275000095E1,1.018125057E1,-3.637500000E1
2.976856987E0,-1.224375057E1,1.132500076E1,-3.688125229E1
2.986856987E0,-1.477500057E1,8.943750381E0,-3.448125076E1
2.996856987E0,-1.293750095E1,9.337500572E0,-3.723750305E1
3.006856987E0,-1.470000076E1,1.089375019E1,-3.425625229E1
3.016856987E0,-1.423125076E1,1.121250057E1,-3.459375000E1
3.026856987E0,-1.276875019E1,1.351875019E1,-3.635625076E1
3.036856987E0,-1.192500019E1,1.093125057E1,-3.581250000E1
3.046856987E0,-1.372500038E1,1.166250038E1,-3.416250229E1
3.056856987E0,-1.190625000E1,1.149375057E1,-3.553125000E1
3.066856987E0,-1.297500038E1,1.143750000E1,-3.416250229E1
3.076856987E0,-1.286250019E1,1.033125019E1,-3.455625153E1
3.086856987E0,-1.213125038E1,1.355625057E1,-3.577500153E1
3.096856987E0,-1.230000019E1,1.273125076E1,-3.451875305E1
3.106856987E0,-1.115625000E1,1.308750057E1,-3.183750153E1
3.116856987E0,-1.209375095E1,1.329375076E1,-3.303750229E1
3.126856987E0,-1.310625076E1,1.156875038E1,-3.296250153E1
3.136856987E0,-1.153125000E1,1.250625038E1,-3.376875305E1
3.146856987E0,-1.057500076E1,1.338750076E1,-3.442500305E1
3.156856987E0,-1.213125038E1,1.260000038E1,-3.361875153E1
3.166856987E0,-1.132500076E1,1.389375019E1,-3.474375153E1
3.176856987E0,-9.075000763E0,1.265625095E1,-3.622500229E1
3.186856987E0,-1.132500076E1,1.389375019E1,-3.474375153E1
3.196856987E0,-1.121250057E1,1.306875038E1,-3.485625076E1
3.206856987E0,-1.241250038E1,1.355625057E1,-3.410625076E1
3.216856987E0,-1.119375038E1,1.308750057E1,-3.350625229E1
3.226856987E0,-1.248750019E1,1.160625076E1,-3.401250076E1
3.236856987E0,-1.134375000E1,1.265625095E1,-3.301875305E1
3.246856987E0,-1.216875076E1,1.260000038E1,-3.496875000E1
3.256856987E0,-1.038750076E1,1.381875038E1,-3.384375000E1
3.266856987E0,-1.057500076E1,1.338750076E1,-3.412500000E1
3.276856987E0,-1.023750019E1,1.425000095E1,-3.506250000E1
3.286856987E0,-1.083750057E1,1.434375095E1,-3.431250000E1
3.296856987E0,-1.031250000E1,1.201875019E1,-3.406875229E1
3.306856987E0,-1.132500076E1,1.389375019E1,-3.474375153E1
3.316856987E0,-8.793750763E0,1.380000019E1,-3.144375038E1
3.326856987E0,-8.700000763E0,1.297500038E1,-3.292500305E1
3.336856987E0,-8.850000381E0,1.406250095E1,-3.508125305E1
3.346856987E0,-9.187500000E0,1.278750038E1,-3.305625153E1
3.356856987E0,-8.381250381E0,1.368750095E1,-3.326250076E1
3.366856987E0,-1.083750057E1,1.434375095E1,-3.431250000E1
3.376856987E0,-9.787500381E0,1.357500076E1,-3.459375000E1
3.386856987E0,-9.037500381E0,1.239375019E1,-3.318750000E1
3.396856987E0,-8.362500191E0,1.423125076E1,-3.433125305E1
3.406856987E0,-8.475000381E0,1.479375076E1,-3.315000153E1
3.416856987E0,-8.475000381E0,1.533750057E1,-3.348750305E1
3.426856987E0,-8.381250381E0,1.368750095E1,-3.326250076E1
3.436856987E0,-7.762500286E0,1.385625076E1,-3.373125076E1
3.446856987E0,-7.875000477E0,1.496250057E1,-3.436875153E1
3.456856987E0,-7.762500286E0,1.357500076E1,-3.341250229E1
3.466856987E0,-8.362500191E0,1.451250076E1,-3.435000229E1
3.476856987E0,-9.712500572E0,1.539375019E1,-3.436875153E1
3.486856987E0,-7.575000286E0,1.456875038E1,-3.361875153E1
3.496856987E0,-9.300000191E0,1.363125038E1,-3.264375305E1
3.506856987E0,-9.093750000E0,1.501875019E1,-3.315000153E1
3.516856987E0,-8.306250572E0,1.548750019E1,-3.303750229E1
3.526856987E0,-6.431250095E0,1.464375019E1,-3.091875076E1
3.536856987E0,-6.993750095E0,1.308750057E1,-3.264375305E1
3.546856987E0,-7.218750477E0,1.528125095E1,-3.273750305E1
3.556856987E0,-6.956250191E0,1.406250095E1,-3.223125076E1
3.566856987E0,-7.556250095E0,1.498125076E1,-3.331875229E1
3.576856987E0,-5.643750191E0,1.580625057E1,-3.292500305E1
3.586856987E0,-6.468750477E0,1.505625057E1,-3.363750076E1
3.596856987E0,-7.068750381E0,1.612500000E1,-3.459375000E1
3.606856987E0,-7.293750286E0,1.402500057E1,-3.390000153E1
3.616856987E0,-5.831250191E0,1.509375095E1,-3.230625153E1
3.626856987E0,-7.256250381E0,1.458750057E1,-3.331875229E1
3.636856987E0,-7.537500381E0,1.526250076E1,-3.333750153E1
3.646856987E0,-5.812500000E0,1.635000038E1,-3.446250153E1
3.656856987E0,-7.031250477E0,1.614375114E1,-3.247500229E1
3.666856987E0,-5.381250381E0,1.541250038E1,-3.397500229E1
3.676856987E0,-6.243750095E0,1.618125153E1,-3.249375153E1
3.686856987E0,-4.743750095E0,1.516875076E1,-3.307500076E1
3.696856987E0,-5.981250286E0,1.522500038E1,-3.245625305E1
3.706856987E0,-5.700000286E0,1.496250057E1,-3.380625153E1
3.716856987E0,-4.425000191E0,1.518750095E1,-3.277500153E1
3.726856987E0,-4.875000000E0,1.655625153E1,-3.433125305E1
3.736856987E0,-4.706250191E0,1.614375114E1,-3.236250305E1
3.746856987E0,-4.125000000E0,1.561875057E1,-3.354375076E1
3.756856987E0,-5.156250000E0,1.625625038E1,-3.221250153E1
3.766856987E0,-4.687500000E0,1.642500114E1,-3.206250000E1
3.776856987E0,-3.918750048E0,1.620000076E1,-3.236250305E1
3.786856987E0,-3.450000048E0,1.665000153E1,-3.255000305E1
3.796856987E0,-6.412500381E0,1.631250000E1,-3.279375076E1
3.806856987E0,-5.606250286E0,1.706250000E1,-3.330000305E1
3.816856987E0,-4.987500191E0,1.668750000E1,-3.238125229E1
3.826856987E0,-4.462500095E0,1.477500057E1,-3.305625153E1
3.836856987E0,-4.631250381E0,1.462500095E1,-3.380625153E1
3.846856987E0,-3.806250095E0,1.537500095E1,-3.249375153E1
3.856856987E0,-4.125000000E0,1.535625076E1,-3.354375076E1
3.866856987E0,-3.768750191E0,1.565625095E1,-3.159375191E1
3.876856987E0,-3.450000048E0,1.691250038E1,-3.391875076E1
3.886856987E0,-5.043750286E0,1.543125057E1,-3.232500076E1
3.896856987E0,-4.425000191E0,1.575000095E1,-3.339375305E1
3.906856987E0,-3.468750238E0,1.636875153E1,-3.358125305E1
3.916856987E0,-2.812500000E0,1.655625153E1,-3.150000191E1
3.926856987E0,-2.793750048E0,1.655625153E1,-3.105000114E1
3.936856987E0,-3.300000191E0,1.582500076E1,-3.146250153E1
3.946856987E0,-3.450000048E0,1.691250038E1,-3.391875076E1
3.956856987E0,-4.331250191E0,1.798125076E1,-3.288750076E1
3.966856987E0,-2.550000191E0,1.586250019E1,-3.313125229E1
3.976856987E0,-1.612500072E0,1.606875038E1,-3.330000305E1
3.986856987E0,-2.662500143E0,1.766250038E1,-3.470625305E1
3.996856987E0,-2.343750000E0,1.672500038E1,-3.135000038E1
4.006856987E0,-2.887500048E0,1.460625076E1,-3.200625229E1
4.016856987E0,-1.612500072E0,1.552500057E1,-3.191250038E1
