"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.477427900E-2,1.527161949E-4,1.069013379E-3,1.069013379E-3
8.690183100E-2,1.374445739E-3,1.069013379E-3,1.069013379E-3
8.902938300E-2,1.527161949E-4,-1.527161949E-4,1.069013379E-3
9.115693500E-2,1.527161949E-4,1.069013379E-3,-1.527161949E-4
9.328453900E-2,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
9.541209100E-2,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
9.753964300E-2,1.527161949E-4,-1.374445739E-3,-1.374445739E-3
9.966719600E-2,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
1.017947480E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
1.039223520E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
1.060499040E-1,1.527161949E-4,2.290742937E-3,-1.374445739E-3
1.081774560E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
1.103050080E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
1.124325600E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
1.145601640E-1,-1.069013379E-3,-1.374445739E-3,1.069013379E-3
1.166877160E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
1.188152680E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
1.209428210E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
1.230703730E-1,-2.290742937E-3,-1.527161949E-4,-1.527161949E-4
1.251979770E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
1.273255290E-1,1.374445739E-3,1.069013379E-3,1.069013379E-3
1.294530810E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
1.315806330E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
1.337081850E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
1.358357890E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
1.379633410E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
1.400908930E-1,1.527161949E-4,-1.374445739E-3,1.069013379E-3
1.422184460E-1,1.374445739E-3,-1.374445739E-3,-1.527161949E-4
1.443459980E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
1.464736020E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
1.486011540E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
1.507287060E-1,1.374445739E-3,1.069013379E-3,1.069013379E-3
1.528562580E-1,-1.069013379E-3,2.290742937E-3,-1.527161949E-4
1.549838620E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
1.571114140E-1,-1.069013379E-3,1.069013379E-3,2.290742937E-3
1.592389660E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
1.613665180E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
1.634940710E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
1.656216230E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
1.677492270E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
1.698767790E-1,-1.069013379E-3,1.069013379E-3,-1.374445739E-3
1.720043310E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
1.741318830E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
1.762594350E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
1.783870390E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
1.805145910E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
1.826421430E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
1.847696960E-1,1.374445739E-3,-1.527161949E-4,1.069013379E-3
1.868972480E-1,1.374445739E-3,-1.374445739E-3,-1.527161949E-4
1.890248520E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
1.911524040E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
1.932799560E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
1.954075080E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
1.975350600E-1,1.374445739E-3,-1.527161949E-4,2.290742937E-3
1.996626640E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
2.017902160E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
2.039177680E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
2.060453210E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
2.081729250E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
2.103004770E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
2.124280290E-1,1.527161949E-4,-1.374445739E-3,-1.374445739E-3
2.145555810E-1,1.527161949E-4,-1.374445739E-3,1.069013379E-3
2.166831330E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
2.188106850E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
2.209382890E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
2.230658410E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
2.251933930E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
2.273209460E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
2.294485500E-1,-1.069013379E-3,-1.374445739E-3,1.069013379E-3
2.315761020E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
2.337036540E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
2.358312060E-1,-1.069013379E-3,2.290742937E-3,-1.527161949E-4
2.379587580E-1,-1.069013379E-3,-1.374445739E-3,-1.527161949E-4
2.400863620E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
2.422139140E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
2.443414660E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
2.464690180E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
2.485965710E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
2.507241750E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
2.528517270E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
2.549792790E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
2.571068310E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
2.592343830E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
2.613619870E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
2.634895390E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
2.656170910E-1,-2.290742937E-3,-1.527161949E-4,-1.527161949E-4
2.677446430E-1,1.374445739E-3,-1.527161949E-4,1.069013379E-3
2.698721960E-1,1.527161949E-4,-1.374445739E-3,2.290742937E-3
2.719998000E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
2.741273520E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
2.762549040E-1,1.527161949E-4,-1.374445739E-3,1.069013379E-3
2.783824560E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
2.805100080E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
2.826376120E-1,-1.069013379E-3,-1.527161949E-4,-1.374445739E-3
2.847651640E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
2.868927160E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
2.890202680E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
2.911478730E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
2.932754250E-1,-2.290742937E-3,1.069013379E-3,1.069013379E-3
2.954029770E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
2.975305290E-1,1.527161949E-4,-1.527161949E-4,-1.374445739E-3
2.996580810E-1,-1.069013379E-3,-1.374445739E-3,-1.374445739E-3
3.017856850E-1,1.527161949E-4,1.069013379E-3,-2.596175298E-3
3.039132370E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
3.060407890E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
3.081683410E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
3.102959460E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
3.124234980E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
3.145510500E-1,1.527161949E-4,2.290742937E-3,1.069013379E-3
3.166786020E-1,1.374445739E-3,-1.374445739E-3,-1.527161949E-4
3.188061540E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
3.209337580E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
3.230613100E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
3.251888620E-1,1.527161949E-4,-1.374445739E-3,-1.374445739E-3
3.273164140E-1,1.374445739E-3,1.069013379E-3,2.290742937E-3
3.294439660E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
3.315715710E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
3.336991230E-1,1.527161949E-4,1.069013379E-3,-1.374445739E-3
3.358266750E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
3.379542270E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
3.400817790E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
3.422093310E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
3.443369350E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
3.464644870E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
3.485920390E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
3.507195910E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
3.528471960E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
3.549747480E-1,1.374445739E-3,-1.527161949E-4,-1.374445739E-3
3.571023000E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
3.592298520E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
3.613574040E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
3.634850080E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
3.656125600E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
3.677401120E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
3.698676640E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
3.719952160E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
3.741228210E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
3.762503730E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
3.783779250E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
3.805054770E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
3.826330290E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
3.847606330E-1,1.527161949E-4,-1.527161949E-4,-1.374445739E-3
3.868881850E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
3.890157370E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
3.911432890E-1,1.527161949E-4,-1.527161949E-4,-1.374445739E-3
3.932708410E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
3.953984460E-1,2.596175298E-3,-1.527161949E-4,-1.527161949E-4
3.975259980E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
3.996535500E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
4.017811020E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
4.039087060E-1,1.527161949E-4,2.290742937E-3,-1.527161949E-4
4.060362580E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
4.081638100E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
4.102913620E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
4.124189140E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
4.145464660E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
4.166740710E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
4.188016230E-1,1.374445739E-3,-2.596175298E-3,-1.374445739E-3
4.209291750E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
4.230567270E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
4.251843310E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
4.273118830E-1,-2.290742937E-3,2.290742937E-3,1.069013379E-3
4.294394350E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
4.315669870E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
4.336945390E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
4.358221430E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
4.379496960E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
4.400772480E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
4.422048000E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
4.443323520E-1,-1.069013379E-3,-1.527161949E-4,-2.596175298E-3
4.464599560E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
4.485875080E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
4.507150600E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
4.528426120E-1,1.374445739E-3,1.069013379E-3,1.069013379E-3
4.549701640E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
4.570977680E-1,1.527161949E-4,-1.527161949E-4,-1.374445739E-3
4.592253210E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
4.613528730E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
4.634804250E-1,1.374445739E-3,-1.527161949E-4,-1.374445739E-3
4.656079770E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
4.677355810E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
4.698631330E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
4.719906850E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
4.741182370E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
4.762458410E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
4.783733930E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
4.805009460E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
4.826284980E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
4.847560500E-1,-1.069013379E-3,-1.527161949E-4,2.290742937E-3
4.868836540E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
4.890112060E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
4.911387580E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
4.932663100E-1,-1.069013379E-3,-1.527161949E-4,-1.374445739E-3
4.953938620E-1,1.527161949E-4,1.069013379E-3,-1.374445739E-3
4.975214140E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
4.996490180E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
5.017765710E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
5.039041230E-1,1.527161949E-4,1.069013379E-3,-1.374445739E-3
5.060316750E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
5.081592790E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
5.102868310E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
5.124143830E-1,-1.069013379E-3,-1.374445739E-3,-1.527161949E-4
5.145419350E-1,-1.069013379E-3,-1.374445739E-3,-1.527161949E-4
5.166694870E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
5.187970910E-1,-1.069013379E-3,-1.374445739E-3,1.069013379E-3
5.209246430E-1,-1.069013379E-3,-1.374445739E-3,-1.527161949E-4
5.230521960E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
5.251797480E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
5.273073520E-1,-1.069013379E-3,-1.374445739E-3,-1.527161949E-4
5.294349040E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
5.315624560E-1,-1.069013379E-3,-1.527161949E-4,-1.374445739E-3
5.336900080E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
5.358175600E-1,2.596175298E-3,-1.527161949E-4,-1.527161949E-4
5.379451640E-1,-1.069013379E-3,-1.374445739E-3,-1.374445739E-3
5.400727160E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
5.422002680E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
5.443278210E-1,1.374445739E-3,-1.374445739E-3,-1.374445739E-3
5.464554250E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
5.485829250E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
5.507105290E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
5.528380810E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
5.549656330E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
5.570931850E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
5.592207890E-1,1.374445739E-3,-1.527161949E-4,1.069013379E-3
5.613483410E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
5.634758930E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
5.656034460E-1,1.527161949E-4,-1.527161949E-4,-1.374445739E-3
5.677310500E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
5.698586020E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
5.719861540E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
5.741137060E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
5.762412580E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
5.783688100E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
5.804964140E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
5.826239660E-1,1.374445739E-3,1.069013379E-3,1.069013379E-3
5.847515180E-1,1.374445739E-3,1.069013379E-3,1.069013379E-3
5.868790710E-1,1.527161949E-4,2.290742937E-3,-1.527161949E-4
5.890066230E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
5.911342270E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
5.932617790E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
5.953893310E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
5.975168830E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
5.996444870E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
6.017720390E-1,1.374445739E-3,1.069013379E-3,1.069013379E-3
6.038995910E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
6.060271430E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
6.081546960E-1,1.374445739E-3,1.069013379E-3,1.069013379E-3
6.102823000E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
6.124098520E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
6.145374040E-1,1.527161949E-4,1.069013379E-3,-1.374445739E-3
6.166649560E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
6.187925080E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
6.209201120E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
6.230476640E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
6.251752160E-1,1.374445739E-3,-1.527161949E-4,-1.374445739E-3
6.273027680E-1,1.527161949E-4,2.290742937E-3,-1.527161949E-4
6.294303730E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
6.315579250E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
6.336854770E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
6.358130290E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
6.379405810E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
6.400681850E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
6.421957370E-1,-1.069013379E-3,-1.374445739E-3,-1.527161949E-4
6.443232890E-1,1.527161949E-4,-1.527161949E-4,2.290742937E-3
6.464508410E-1,1.527161949E-4,2.290742937E-3,-1.527161949E-4
6.485783930E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
6.507059980E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
6.528335500E-1,1.374445739E-3,1.069013379E-3,2.290742937E-3
6.549611020E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
6.570886540E-1,-1.069013379E-3,-1.374445739E-3,-1.374445739E-3
6.592162060E-1,-2.290742937E-3,-1.527161949E-4,-1.374445739E-3
6.613438100E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
6.634713620E-1,-2.290742937E-3,1.069013379E-3,1.069013379E-3
6.655989140E-1,1.527161949E-4,-1.527161949E-4,-1.374445739E-3
6.677264660E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
6.698540180E-1,1.527161949E-4,1.069013379E-3,-2.596175298E-3
6.719816230E-1,1.527161949E-4,-1.527161949E-4,-1.374445739E-3
6.741091750E-1,1.527161949E-4,1.069013379E-3,-1.374445739E-3
6.762367270E-1,-1.069013379E-3,-1.527161949E-4,-1.374445739E-3
6.783642790E-1,1.374445739E-3,-1.527161949E-4,1.069013379E-3
6.804918310E-1,-1.069013379E-3,-1.374445739E-3,-1.527161949E-4
6.826194350E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
6.847469870E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
6.868745390E-1,1.374445739E-3,-1.527161949E-4,-1.374445739E-3
6.890020910E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
6.911296430E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
6.932572480E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
6.953848000E-1,-2.290742937E-3,-1.374445739E-3,1.069013379E-3
6.975123520E-1,-1.069013379E-3,-1.374445739E-3,1.069013379E-3
6.996399040E-1,-1.069013379E-3,-1.374445739E-3,-1.527161949E-4
7.017674560E-1,-2.290742937E-3,-1.374445739E-3,1.069013379E-3
7.038950600E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
7.060226120E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
7.081501640E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
7.102777160E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
7.124053210E-1,1.527161949E-4,-1.374445739E-3,1.069013379E-3
7.145328730E-1,1.374445739E-3,-1.374445739E-3,1.069013379E-3
7.166604250E-1,1.374445739E-3,-1.374445739E-3,1.069013379E-3
7.187879770E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
7.209155290E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
7.230431330E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
7.251706850E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
7.272982370E-1,1.527161949E-4,2.290742937E-3,1.069013379E-3
7.294257890E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
7.315533930E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
7.336809460E-1,1.374445739E-3,-1.527161949E-4,1.069013379E-3
7.358084980E-1,2.596175298E-3,-1.527161949E-4,-1.527161949E-4
7.379360500E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
7.400636020E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
7.421912060E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
7.443187580E-1,1.374445739E-3,-1.527161949E-4,-1.527161949E-4
7.464463100E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
7.485738620E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
7.507014140E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
7.528290180E-1,1.374445739E-3,1.069013379E-3,1.069013379E-3
7.549565710E-1,1.527161949E-4,-1.527161949E-4,-1.374445739E-3
7.570841230E-1,-1.069013379E-3,-1.374445739E-3,1.069013379E-3
7.592116750E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
7.613392270E-1,1.527161949E-4,-1.374445739E-3,1.069013379E-3
7.634668310E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
7.655943830E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
7.677219350E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
7.698494870E-1,1.527161949E-4,-1.527161949E-4,1.069013379E-3
7.719770390E-1,1.527161949E-4,1.069013379E-3,1.069013379E-3
7.741046430E-1,-1.069013379E-3,1.069013379E-3,-1.527161949E-4
7.762321960E-1,-1.069013379E-3,1.069013379E-3,1.069013379E-3
7.783597480E-1,-1.069013379E-3,-1.527161949E-4,-1.527161949E-4
7.804873000E-1,-1.069013379E-3,2.290742937E-3,2.290742937E-3
7.826149040E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
7.847424560E-1,-1.069013379E-3,-1.374445739E-3,-1.527161949E-4
7.868700080E-1,1.527161949E-4,1.069013379E-3,-1.527161949E-4
7.889975600E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
7.911251120E-1,1.527161949E-4,-1.527161949E-4,-1.527161949E-4
7.932527160E-1,-1.069013379E-3,-1.527161949E-4,1.069013379E-3
7.953802680E-1,1.374445739E-3,-1.527161949E-4,1.069013379E-3
7.975078210E-1,1.374445739E-3,-1.527161949E-4,1.069013379E-3
7.996353730E-1,1.527161949E-4,-1.374445739E-3,-1.527161949E-4
8.017629250E-1,1.374445739E-3,1.069013379E-3,-1.527161949E-4
