"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
6.256501640E-1,-1.959375000E1,-4.050000191E0,-4.290000153E1
6.356501640E-1,-1.989375114E1,-3.375000238E0,-4.398750305E1
6.456501640E-1,-1.965000153E1,-4.893750191E0,-4.393125153E1
6.556501640E-1,-2.023125076E1,-3.675000191E0,-4.426875305E1
6.656501640E-1,-2.141250038E1,-3.056250095E0,-4.246875000E1
6.756501640E-1,-2.193750000E1,-3.918750048E0,-4.408125305E1
6.856501640E-1,-2.148750114E1,-4.593750000E0,-4.361250305E1
6.956501640E-1,-1.854375076E1,-3.975000143E0,-4.428750229E1
7.056501640E-1,-2.079375076E1,-3.018750191E0,-4.278750229E1
7.156501640E-1,-2.077500153E1,-5.943750381E0,-4.445625305E1
7.256501640E-1,-2.028750038E1,-5.343750000E0,-4.419375229E1
7.356501640E-1,-1.888125038E1,-4.837500095E0,-4.453125000E1
7.456501640E-1,-2.113125038E1,-3.862500191E0,-4.198125076E1
7.556501640E-1,-2.019375038E1,-3.393750191E0,-4.291875076E1
7.656501640E-1,-2.135625076E1,-4.987500191E0,-4.344375229E1
7.756501640E-1,-1.974375153E1,-3.787500143E0,-4.306875229E1
7.856501640E-1,-1.931250000E1,-4.312500000E0,-4.350000000E1
7.956501640E-1,-2.008125114E1,-4.762500286E0,-4.241250229E1
8.056501640E-1,-2.083125114E1,-4.256250381E0,-4.198125076E1
8.156501640E-1,-2.062500000E1,-2.456250191E0,-4.355625153E1
8.256501640E-1,-2.103750038E1,-4.706250191E0,-4.421250153E1
8.356501640E-1,-2.100000000E1,-4.406250000E0,-4.211250305E1
8.456501640E-1,-1.946250153E1,-4.181250095E0,-4.365000153E1
8.556501640E-1,-2.008125114E1,-3.806250095E0,-4.471875000E1
8.656501640E-1,-2.100000000E1,-3.731250048E0,-4.395000076E1
8.756501640E-1,-2.083125114E1,-3.581250191E0,-4.336875153E1
8.856501640E-1,-1.914375114E1,-3.731250048E0,-4.366875076E1
8.956501640E-1,-2.103750038E1,-4.706250191E0,-4.391250229E1
9.056501640E-1,-2.004375076E1,-3.525000095E0,-4.336875153E1
9.156501640E-1,-1.991250038E1,-4.068750381E0,-4.260000229E1
9.256501640E-1,-2.004375076E1,-3.525000095E0,-4.306875229E1
9.356501640E-1,-1.914375114E1,-4.425000191E0,-4.243125153E1
9.456501640E-1,-2.115000153E1,-3.862500191E0,-4.305000305E1
9.556501640E-1,-1.841250038E1,-5.362500191E0,-4.331250000E1
9.656501640E-1,-1.974375153E1,-2.943750143E0,-4.445625305E1
9.756501640E-1,-2.086875153E1,-4.537500381E0,-4.301250076E1
9.856501640E-1,-2.068125153E1,-3.693750143E0,-4.350000000E1
9.956501640E-1,-1.920000076E1,-5.962500095E0,-4.267500305E1
1.005650164E0,-1.978125000E1,-4.481250286E0,-4.333125305E1
1.015650164E0,-1.910625076E1,-2.493750095E0,-4.479375076E1
1.025650164E0,-2.006250000E1,-3.806250095E0,-4.336875153E1
1.035650164E0,-2.098125076E1,-3.450000048E0,-4.321875000E1
1.045650164E0,-1.935000038E1,-5.287500381E0,-4.316250229E1
1.055650164E0,-2.019375038E1,-3.675000191E0,-4.261875153E1
1.065650164E0,-2.008125114E1,-3.806250095E0,-4.471875000E1
1.075650164E0,-2.055000114E1,-4.518750191E0,-4.333125305E1
1.085650164E0,-2.073750114E1,-4.968750000E0,-4.451250076E1
1.095650164E0,-2.088750076E1,-5.100000381E0,-4.299375153E1
1.105650164E0,-1.946250153E1,-4.181250095E0,-4.335000229E1
1.115650164E0,-1.957500076E1,-3.356250048E0,-4.293750000E1
1.125650164E0,-1.927500153E1,-3.600000143E0,-4.261875153E1
1.135650164E0,-2.049375153E1,-3.000000000E0,-4.308750153E1
1.145650164E0,-2.118750000E1,-4.837500095E0,-4.329375076E1
1.155650164E0,-1.963125038E1,-4.612500191E0,-4.318125153E1
1.165650164E0,-2.008125114E1,-4.500000000E0,-4.333125305E1
1.175650164E0,-2.056875038E1,-4.256250381E0,-4.470000076E1
1.185650164E0,-2.116875076E1,-4.556250095E0,-4.271250153E1
1.195650164E0,-2.146875000E1,-3.900000095E0,-4.365000153E1
1.205650164E0,-1.950000000E1,-5.006250381E0,-4.361250305E1
1.215650164E0,-1.991250038E1,-4.068750381E0,-4.350000000E1
1.225650164E0,-2.026875114E1,-4.931250095E0,-4.421250153E1
1.235650164E0,-2.058750153E1,-5.081250191E0,-4.359375000E1
1.245650164E0,-2.085000038E1,-4.818750381E0,-4.194375229E1
1.255650164E0,-2.070000076E1,-3.431250095E0,-4.488750076E1
1.265650164E0,-2.010000038E1,-4.781250000E0,-4.301250076E1
1.275650164E0,-2.006250000E1,-3.525000095E0,-4.366875076E1
1.285650164E0,-2.145000076E1,-3.881250143E0,-4.303125000E1
1.295650164E0,-2.073750114E1,-5.362500191E0,-4.282500076E1
1.305650164E0,-1.976250076E1,-4.200000286E0,-4.305000305E1
1.315650164E0,-1.931250000E1,-4.031250000E0,-4.396875000E1
1.325650164E0,-2.116875076E1,-4.293750286E0,-4.408125305E1
1.335650164E0,-1.931250000E1,-4.031250000E0,-4.426875305E1
1.345650164E0,-2.086875153E1,-4.275000095E0,-4.363125229E1
1.355650164E0,-1.996875000E1,-5.868750095E0,-4.252500153E1
1.365650164E0,-2.056875038E1,-4.800000191E0,-4.361250305E1
1.375650164E0,-2.101875114E1,-4.687500000E0,-4.286250305E1
1.385650164E0,-2.100000000E1,-4.143750191E0,-4.348125076E1
1.395650164E0,-2.049375153E1,-3.262500048E0,-4.276875305E1
1.405650164E0,-1.944375038E1,-3.487500191E0,-4.368750000E1
1.415650164E0,-2.150625038E1,-4.875000000E0,-4.359375000E1
1.425650164E0,-1.931250000E1,-4.031250000E0,-4.396875000E1
1.435650164E0,-1.942500114E1,-3.487500191E0,-4.338750076E1
1.445650164E0,-2.113125038E1,-3.600000143E0,-4.335000229E1
1.455650164E0,-1.978125000E1,-4.481250286E0,-4.363125229E1
1.465650164E0,-2.055000114E1,-3.843750238E0,-4.441875076E1
1.475650164E0,-1.946250153E1,-4.725000381E0,-4.273125076E1
1.485650164E0,-2.011875153E1,-4.781250000E0,-4.408125305E1
1.495650164E0,-2.055000114E1,-3.825000048E0,-4.410000229E1
1.505650164E0,-2.083125114E1,-3.581250191E0,-4.336875153E1
1.515650164E0,-2.175000000E1,-3.768750191E0,-4.258125305E1
1.525650164E0,-1.974375153E1,-3.787500143E0,-4.336875153E1
1.535650164E0,-1.914375114E1,-3.750000238E0,-4.443750000E1
1.545650164E0,-2.229375076E1,-5.606250286E0,-4.325625229E1
1.555650164E0,-1.985625076E1,-2.681250095E0,-4.295625305E1
1.565650164E0,-2.101875114E1,-4.425000191E0,-4.393125153E1
1.575650164E0,-2.049375153E1,-3.281250238E0,-4.306875229E1
1.585650164E0,-2.101875114E1,-4.425000191E0,-4.316250229E1
1.595650164E0,-2.090625000E1,-5.531250000E0,-4.357500076E1
1.605650164E0,-2.115000153E1,-3.881250143E0,-4.365000153E1
1.615650164E0,-1.914375114E1,-3.750000238E0,-4.443750000E1
1.625650164E0,-1.989375114E1,-3.656250238E0,-4.291875076E1
1.635650164E0,-1.993125153E1,-4.893750191E0,-4.256250000E1
1.645650164E0,-1.910625076E1,-3.187500238E0,-4.370625305E1
1.655650164E0,-2.049375153E1,-2.587500095E0,-4.415625000E1
1.665650164E0,-2.021250153E1,-4.087500095E0,-4.290000153E1
1.675650164E0,-2.006250000E1,-3.806250095E0,-4.366875076E1
1.685650164E0,-2.173125076E1,-2.793750048E0,-4.323750305E1
1.695650164E0,-1.963125038E1,-4.612500191E0,-4.393125153E1
1.705650164E0,-1.987500000E1,-3.093750238E0,-4.353750229E1
1.715650164E0,-2.021250153E1,-3.393750191E0,-4.351875305E1
1.725650164E0,-1.980000114E1,-4.481250286E0,-4.440000153E1
1.735650164E0,-1.991250038E1,-4.068750381E0,-4.290000153E1
1.745650164E0,-1.985625076E1,-2.400000095E0,-4.327500153E1
1.755650164E0,-1.886250114E1,-4.556250095E0,-4.425000000E1
1.765650164E0,-2.107500076E1,-2.062500000E0,-4.282500076E1
1.775650164E0,-2.146875000E1,-4.575000286E0,-4.239375305E1
1.785650164E0,-2.056875038E1,-4.800000191E0,-4.301250076E1
1.795650164E0,-2.100000000E1,-3.450000048E0,-4.456875229E1
1.805650164E0,-1.927500153E1,-3.600000143E0,-4.323750305E1
1.815650164E0,-2.083125114E1,-3.843750238E0,-4.335000229E1
1.825650164E0,-1.916250038E1,-3.750000238E0,-4.473750305E1
1.835650164E0,-2.068125153E1,-3.431250095E0,-4.396875000E1
1.845650164E0,-2.025000000E1,-4.087500095E0,-4.425000000E1
1.855650164E0,-1.993125153E1,-4.350000381E0,-4.348125076E1
1.865650164E0,-2.135625076E1,-5.006250381E0,-4.389375305E1
1.875650164E0,-1.925625038E1,-3.318750143E0,-4.218750000E1
1.885650164E0,-2.073750114E1,-4.687500000E0,-4.451250076E1
1.895650164E0,-2.049375153E1,-3.262500048E0,-4.246875000E1
1.905650164E0,-1.931250000E1,-4.312500000E0,-4.395000076E1
1.915650164E0,-1.961250114E1,-4.593750000E0,-4.213125229E1
1.925650164E0,-2.180625153E1,-4.743750095E0,-4.314375305E1
1.935650164E0,-1.910625076E1,-2.906250000E0,-4.370625305E1
1.945650164E0,-2.019375038E1,-2.700000048E0,-4.400625229E1
1.955650164E0,-1.991250038E1,-3.656250238E0,-4.396875000E1
1.965650164E0,-1.910625076E1,-3.187500238E0,-4.370625305E1
1.975650164E0,-2.109375000E1,-2.606250048E0,-4.248750305E1
1.985650164E0,-1.884375000E1,-3.581250191E0,-4.520625305E1
1.995650164E0,-2.053125000E1,-4.237500191E0,-4.273125076E1
2.005650164E0,-2.010000038E1,-4.781250000E0,-4.361250305E1
2.015650164E0,-2.085000038E1,-3.843750238E0,-4.365000153E1
2.025650164E0,-2.056875038E1,-4.800000191E0,-4.406250000E1
2.035650164E0,-1.882500076E1,-3.993750095E0,-4.321875000E1
2.045650164E0,-2.113125038E1,-3.600000143E0,-4.335000229E1
2.055650164E0,-2.070000076E1,-4.668750286E0,-4.211250305E1
2.065650164E0,-2.128125000E1,-3.731250048E0,-4.260000229E1
2.075650164E0,-2.021250153E1,-4.087500095E0,-4.290000153E1
2.085650164E0,-1.959375000E1,-3.637500048E0,-4.396875000E1
2.095650164E0,-1.925625038E1,-3.600000143E0,-4.186875153E1
2.105650164E0,-2.025000000E1,-4.368750095E0,-4.393125153E1
2.115650164E0,-2.019375038E1,-3.112500191E0,-4.323750305E1
2.125650164E0,-2.133750153E1,-3.750000238E0,-4.515000153E1
2.135650164E0,-2.115000153E1,-3.600000143E0,-4.411875153E1
2.145650164E0,-2.176875114E1,-3.506250143E0,-4.456875229E1
2.155650164E0,-2.100000000E1,-3.731250048E0,-4.425000000E1
2.165650164E0,-2.096250153E1,-2.756250143E0,-4.430625153E1
2.175650164E0,-2.053125000E1,-4.237500191E0,-4.243125153E1
2.185650164E0,-2.088750076E1,-4.556250095E0,-4.498125076E1
2.195650164E0,-2.175000000E1,-4.181250095E0,-4.151250076E1
2.205650164E0,-1.987500000E1,-3.637500048E0,-4.186875153E1
2.215650164E0,-1.848750114E1,-3.000000000E0,-4.357500076E1
2.225650164E0,-1.993125153E1,-4.631250381E0,-4.288125229E1
2.235650164E0,-2.073750114E1,-5.381250381E0,-4.312500000E1
2.245650164E0,-2.116875076E1,-4.837500095E0,-4.194375229E1
2.255650164E0,-2.023125076E1,-3.393750191E0,-4.518750000E1
2.265650164E0,-1.916250038E1,-4.987500191E0,-4.271250153E1
2.275650164E0,-1.961250114E1,-4.331250191E0,-4.290000153E1
2.285650164E0,-2.133750153E1,-4.725000381E0,-4.391250229E1
2.295650164E0,-1.976250076E1,-4.200000286E0,-4.335000229E1
2.305650164E0,-2.115000153E1,-3.318750143E0,-4.441875076E1
2.315650164E0,-1.912500000E1,-4.143750191E0,-4.245000076E1
2.325650164E0,-2.023125076E1,-4.368750095E0,-4.288125229E1
2.335650164E0,-2.098125076E1,-3.712500095E0,-4.260000229E1
2.345650164E0,-2.100000000E1,-4.425000191E0,-4.286250305E1
2.355650164E0,-2.053125000E1,-4.237500191E0,-4.243125153E1
2.365650164E0,-1.974375153E1,-3.768750191E0,-4.246875000E1
2.375650164E0,-2.006250000E1,-3.525000095E0,-4.443750000E1
2.385650164E0,-2.010000038E1,-4.500000000E0,-4.363125229E1
2.395650164E0,-1.961250114E1,-4.331250191E0,-4.258125305E1
2.405650164E0,-1.974375153E1,-3.787500143E0,-4.306875229E1
2.415650164E0,-2.064375114E1,-3.412500143E0,-4.216875076E1
2.425650164E0,-1.888125038E1,-5.250000000E0,-4.391250229E1
2.435650164E0,-1.963125038E1,-4.612500191E0,-4.348125076E1
2.445650164E0,-2.066250038E1,-2.737500191E0,-4.430625153E1
2.455650164E0,-2.056875038E1,-4.800000191E0,-4.361250305E1
2.465650164E0,-1.882500076E1,-4.275000095E0,-4.290000153E1
2.475650164E0,-2.066250038E1,-4.106250286E0,-4.123125076E1
2.485650164E0,-2.025000000E1,-4.368750095E0,-4.455000305E1
2.495650164E0,-1.976250076E1,-4.481250286E0,-4.273125076E1
2.505650164E0,-2.066250038E1,-3.150000095E0,-4.398750305E1
2.515650164E0,-1.863750076E1,-3.150000095E0,-4.310625076E1
2.525650164E0,-2.025000000E1,-4.087500095E0,-4.425000000E1
2.535650164E0,-1.963125038E1,-4.050000191E0,-4.486875153E1
2.545650164E0,-2.010000038E1,-4.500000000E0,-4.408125305E1
2.555650164E0,-1.950000000E1,-4.743750095E0,-4.438125229E1
2.565650164E0,-2.006250000E1,-3.525000095E0,-4.411875153E1
2.575650164E0,-2.116875076E1,-4.293750286E0,-4.333125305E1
2.585650164E0,-1.790625000E1,-4.218750000E0,-4.291875076E1
2.595650164E0,-2.143125153E1,-3.056250095E0,-4.413750076E1
2.605650164E0,-1.878750038E1,-3.018750191E0,-4.325625229E1
2.615650164E0,-2.083125114E1,-3.018750191E0,-4.443750000E1
2.625650164E0,-1.957500076E1,-3.618750095E0,-4.291875076E1
2.635650164E0,-2.131875038E1,-4.443750381E0,-4.286250305E1
2.645650164E0,-2.053125000E1,-3.281250238E0,-4.443750000E1
2.655650164E0,-1.925625038E1,-3.056250095E0,-4.325625229E1
2.665650164E0,-1.953750038E1,-2.100000143E0,-4.404375076E1
2.675650164E0,-2.051250076E1,-3.543750048E0,-4.306875229E1
2.685650164E0,-2.058750153E1,-4.537500381E0,-4.543125153E1
2.695650164E0,-2.175000000E1,-3.206250191E0,-4.321875000E1
2.705650164E0,-1.976250076E1,-3.787500143E0,-4.366875076E1
2.715650164E0,-2.055000114E1,-4.256250381E0,-4.363125229E1
2.725650164E0,-1.880625153E1,-3.300000191E0,-4.400625229E1
2.735650164E0,-2.101875114E1,-4.687500000E0,-4.256250000E1
2.745650164E0,-1.980000114E1,-4.481250286E0,-4.408125305E1
2.755650164E0,-1.940625000E1,-3.187500238E0,-4.203750229E1
2.765650164E0,-2.049375153E1,-3.000000000E0,-4.278750229E1
2.775650164E0,-2.214375114E1,-5.456250191E0,-4.340625000E1
2.785650164E0,-2.051250076E1,-3.281250238E0,-4.338750076E1
2.795650164E0,-2.056875038E1,-4.537500381E0,-4.363125229E1
2.805650164E0,-1.961250114E1,-4.331250191E0,-4.350000000E1
2.815650164E0,-1.993125153E1,-4.350000381E0,-4.348125076E1
2.825650164E0,-2.105625153E1,-5.400000095E0,-4.312500000E1
2.835650164E0,-1.882500076E1,-3.581250191E0,-4.398750305E1
2.845650164E0,-2.021250153E1,-3.675000191E0,-4.321875000E1
2.855650164E0,-2.010000038E1,-4.500000000E0,-4.363125229E1
2.865650164E0,-2.085000038E1,-4.537500381E0,-4.271250153E1
2.875650164E0,-2.010000038E1,-4.781250000E0,-4.361250305E1
2.885650164E0,-1.993125153E1,-4.631250381E0,-4.288125229E1
2.895650164E0,-2.131875038E1,-4.162500381E0,-4.348125076E1
2.905650164E0,-2.135625076E1,-5.418750286E0,-4.282500076E1
2.915650164E0,-2.049375153E1,-3.281250238E0,-4.306875229E1
2.925650164E0,-1.974375153E1,-3.506250143E0,-4.338750076E1
2.935650164E0,-2.025000000E1,-4.087500095E0,-4.425000000E1
2.945650164E0,-2.085000038E1,-4.275000095E0,-4.273125076E1
2.955650164E0,-1.963125038E1,-4.612500191E0,-4.318125153E1
2.965650164E0,-1.976250076E1,-4.743750095E0,-4.196250153E1
2.975650164E0,-1.989375114E1,-3.375000238E0,-4.323750305E1
2.985650164E0,-2.021250153E1,-3.675000191E0,-4.321875000E1
2.995650164E0,-2.116875076E1,-4.293750286E0,-4.303125000E1
3.005650164E0,-1.948125076E1,-4.462500095E0,-4.365000153E1
3.015650164E0,-2.053125000E1,-3.562500238E0,-4.411875153E1
3.025650164E0,-1.961250114E1,-4.331250191E0,-4.350000000E1
3.035650164E0,-1.957500076E1,-3.618750095E0,-4.186875153E1
3.045650164E0,-2.088750076E1,-4.556250095E0,-4.438125229E1
3.055650164E0,-1.942500114E1,-3.750000238E0,-4.276875305E1
3.065650164E0,-1.993125153E1,-4.631250381E0,-4.318125153E1
3.075650164E0,-1.865625000E1,-3.712500095E0,-4.308750153E1
3.085650164E0,-2.025000000E1,-4.368750095E0,-4.393125153E1
3.095650164E0,-2.000625038E1,-2.550000191E0,-4.342500305E1
3.105650164E0,-2.056875038E1,-5.081250191E0,-4.329375076E1
3.115650164E0,-2.056875038E1,-4.256250381E0,-4.470000076E1
3.125650164E0,-1.854375076E1,-4.818750381E0,-4.288125229E1
3.135650164E0,-1.957500076E1,-3.356250048E0,-4.263750076E1
3.145650164E0,-2.053125000E1,-3.281250238E0,-4.503750229E1
3.155650164E0,-1.850625038E1,-4.256250381E0,-4.215000153E1
3.165650164E0,-2.205000114E1,-3.506250143E0,-4.290000153E1
3.175650164E0,-1.914375114E1,-4.162500381E0,-4.305000305E1
3.185650164E0,-2.178750038E1,-4.181250095E0,-4.316250229E1
3.195650164E0,-1.963125038E1,-4.612500191E0,-4.348125076E1
3.205650164E0,-2.006250000E1,-4.218750000E0,-4.273125076E1
3.215650164E0,-2.070000076E1,-4.950000286E0,-4.209375000E1
3.225650164E0,-2.120625114E1,-5.118750095E0,-4.329375076E1
3.235650164E0,-2.090625000E1,-5.118750095E0,-4.434375000E1
3.245650164E0,-1.978125000E1,-4.762500286E0,-4.301250076E1
3.255650164E0,-2.000625038E1,-2.550000191E0,-4.250625229E1
3.265650164E0,-2.073750114E1,-4.950000286E0,-4.391250229E1
3.275650164E0,-2.071875000E1,-4.687500000E0,-4.391250229E1
3.285650164E0,-1.976250076E1,-3.787500143E0,-4.441875076E1
3.295650164E0,-1.976250076E1,-4.200000286E0,-4.335000229E1
3.305650164E0,-1.912500000E1,-3.731250048E0,-4.336875153E1
3.315650164E0,-2.049375153E1,-2.587500095E0,-4.477500153E1
3.325650164E0,-2.070000076E1,-4.406250000E0,-4.318125153E1
3.335650164E0,-2.214375114E1,-5.456250191E0,-4.310625076E1
3.345650164E0,-2.088750076E1,-4.556250095E0,-4.438125229E1
3.355650164E0,-1.942500114E1,-3.750000238E0,-4.201875305E1
3.365650164E0,-1.976250076E1,-4.200000286E0,-4.305000305E1
3.375650164E0,-2.068125153E1,-4.125000000E0,-4.288125229E1
3.385650164E0,-1.961250114E1,-4.050000191E0,-4.320000076E1
3.395650164E0,-2.173125076E1,-2.793750048E0,-4.323750305E1
3.405650164E0,-1.816875076E1,-3.262500048E0,-4.295625305E1
3.415650164E0,-1.961250114E1,-3.637500048E0,-4.458750153E1
3.425650164E0,-1.863750076E1,-3.431250095E0,-4.248750305E1
3.435650164E0,-2.053125000E1,-3.281250238E0,-4.473750305E1
3.445650164E0,-2.101875114E1,-4.425000191E0,-4.316250229E1
3.455650164E0,-2.096250153E1,-3.168750048E0,-4.351875305E1
3.465650164E0,-1.944375038E1,-3.487500191E0,-4.413750076E1
3.475650164E0,-2.026875114E1,-4.650000095E0,-4.393125153E1
3.485650164E0,-2.113125038E1,-3.318750143E0,-4.411875153E1
3.495650164E0,-2.098125076E1,-3.712500095E0,-4.290000153E1
3.505650164E0,-1.961250114E1,-3.637500048E0,-4.428750229E1
3.515650164E0,-2.073750114E1,-5.925000191E0,-4.205625153E1
3.525650164E0,-1.978125000E1,-4.743750095E0,-4.271250153E1
3.535650164E0,-1.963125038E1,-4.331250191E0,-4.395000076E1
3.545650164E0,-2.062500000E1,-2.718750000E0,-4.218750000E1
3.555650164E0,-1.987500000E1,-3.093750238E0,-4.293750000E1
3.565650164E0,-2.049375153E1,-3.262500048E0,-4.276875305E1
3.575650164E0,-1.976250076E1,-3.787500143E0,-4.411875153E1
3.585650164E0,-2.051250076E1,-4.518750191E0,-4.061250305E1
3.595650164E0,-1.963125038E1,-4.331250191E0,-4.395000076E1
3.605650164E0,-2.083125114E1,-3.581250191E0,-4.336875153E1
3.615650164E0,-1.948125076E1,-4.462500095E0,-4.440000153E1
3.625650164E0,-1.955625153E1,-3.075000048E0,-4.263750076E1
3.635650164E0,-1.966875076E1,-4.893750191E0,-4.513125229E1
3.645650164E0,-2.113125038E1,-3.862500191E0,-4.273125076E1
3.655650164E0,-1.942500114E1,-3.468750238E0,-4.246875000E1
3.665650164E0,-1.929375076E1,-4.031250000E0,-4.351875305E1
3.675650164E0,-2.056875038E1,-4.537500381E0,-4.438125229E1
3.685650164E0,-1.955625153E1,-3.075000048E0,-4.293750000E1
3.695650164E0,-1.914375114E1,-4.162500381E0,-4.365000153E1
3.705650164E0,-2.148750114E1,-4.312500000E0,-4.438125229E1
3.715650164E0,-2.017500114E1,-3.393750191E0,-4.216875076E1
3.725650164E0,-2.176875114E1,-3.768750191E0,-4.318125153E1
3.735650164E0,-2.191875076E1,-3.918750048E0,-4.333125305E1
3.745650164E0,-2.146875000E1,-3.075000048E0,-4.548750305E1
3.755650164E0,-2.004375076E1,-3.525000095E0,-4.336875153E1
3.765650164E0,-2.056875038E1,-4.800000191E0,-4.361250305E1
3.775650164E0,-1.978125000E1,-4.481250286E0,-4.333125305E1
3.785650164E0,-2.070000076E1,-4.125000000E0,-4.425000000E1
3.795650164E0,-2.100000000E1,-3.731250048E0,-4.395000076E1
3.805650164E0,-1.946250153E1,-4.462500095E0,-4.333125305E1
3.815650164E0,-1.981875038E1,-5.456250191E0,-4.329375076E1
3.825650164E0,-1.935000038E1,-5.287500381E0,-4.391250229E1
3.835650164E0,-2.197500038E1,-4.631250381E0,-4.466250229E1
3.845650164E0,-2.064375114E1,-2.718750000E0,-4.355625153E1
3.855650164E0,-2.083125114E1,-3.843750238E0,-4.305000305E1
3.865650164E0,-2.131875038E1,-4.162500381E0,-4.348125076E1
3.875650164E0,-1.957500076E1,-3.356250048E0,-4.293750000E1
3.885650164E0,-2.073750114E1,-4.950000286E0,-4.344375229E1
3.895650164E0,-2.068125153E1,-4.125000000E0,-4.258125305E1
3.905650164E0,-2.107500076E1,-5.681250095E0,-4.342500305E1
3.915650164E0,-1.976250076E1,-3.506250143E0,-4.443750000E1
3.925650164E0,-2.019375038E1,-3.656250238E0,-4.185000229E1
3.935650164E0,-2.066250038E1,-3.693750143E0,-4.290000153E1
3.945650164E0,-1.993125153E1,-4.068750381E0,-4.395000076E1
3.955650164E0,-1.970625114E1,-3.206250191E0,-4.173750305E1
