"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.103045910E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
2.124321430E-1,1.069013379E-3,1.069013379E-3,-4.581485991E-4
2.145596430E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
2.166871950E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
2.188146950E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
2.209422470E-1,1.069013379E-3,-1.374445739E-3,7.635809598E-4
2.230697990E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
2.251972990E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
2.273248510E-1,1.069013379E-3,1.069013379E-3,-4.581485991E-4
2.294524040E-1,-1.527161949E-4,2.290742937E-3,7.635809598E-4
2.315799040E-1,1.069013379E-3,-1.374445739E-3,7.635809598E-4
2.337074560E-1,1.069013379E-3,-1.374445739E-3,-4.581485991E-4
2.358350080E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
2.379625080E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
2.400900600E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
2.422175600E-1,-1.527161949E-4,-1.527161949E-4,-1.679878100E-3
2.443451120E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
2.464726640E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
2.486001640E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
2.507277160E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
2.528552680E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
2.549827680E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
2.571103200E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
2.592378720E-1,-1.527161949E-4,-1.374445739E-3,-1.679878100E-3
2.613653720E-1,-1.527161949E-4,-1.527161949E-4,-1.679878100E-3
2.634929240E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
2.656204760E-1,-1.527161949E-4,-1.374445739E-3,7.635809598E-4
2.677479760E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
2.698755290E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
2.720030810E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
2.741305810E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
2.762581330E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
2.783856330E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
2.805131850E-1,-1.374445739E-3,2.290742937E-3,-4.581485991E-4
2.826407370E-1,-1.374445739E-3,1.069013379E-3,-4.581485991E-4
2.847682370E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
2.868957890E-1,1.069013379E-3,-1.374445739E-3,7.635809598E-4
2.890233410E-1,-1.527161949E-4,-1.527161949E-4,1.985310577E-3
2.911508410E-1,-1.374445739E-3,1.069013379E-3,-4.581485991E-4
2.932783930E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
2.954058930E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
2.975334450E-1,-1.374445739E-3,-1.374445739E-3,-4.581485991E-4
2.996609970E-1,-1.374445739E-3,1.069013379E-3,7.635809598E-4
3.017884970E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
3.039160490E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
3.060436010E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
3.081711010E-1,2.290742937E-3,-1.374445739E-3,-4.581485991E-4
3.102986540E-1,1.069013379E-3,2.290742937E-3,-1.679878100E-3
3.124262060E-1,-1.374445739E-3,-1.374445739E-3,-4.581485991E-4
3.145537060E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
3.166812580E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
3.188088100E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
3.209363100E-1,1.069013379E-3,1.069013379E-3,7.635809598E-4
3.230638620E-1,1.069013379E-3,1.069013379E-3,7.635809598E-4
3.251913620E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
3.273189140E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
3.294464660E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
3.315739660E-1,-1.527161949E-4,-1.374445739E-3,-1.679878100E-3
3.337015180E-1,1.069013379E-3,1.069013379E-3,7.635809598E-4
3.358290700E-1,-1.374445739E-3,1.069013379E-3,7.635809598E-4
3.379565700E-1,1.069013379E-3,1.069013379E-3,7.635809598E-4
3.400841220E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
3.422116740E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
3.443391740E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
3.464667260E-1,-1.374445739E-3,1.069013379E-3,-4.581485991E-4
3.485942790E-1,1.069013379E-3,-1.374445739E-3,-4.581485991E-4
3.507217790E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
3.528493310E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
3.549768310E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
3.571043830E-1,-1.374445739E-3,1.069013379E-3,7.635809598E-4
3.592319350E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
3.613594350E-1,1.069013379E-3,-1.374445739E-3,-1.679878100E-3
3.634869870E-1,1.069013379E-3,1.069013379E-3,-4.581485991E-4
3.656145390E-1,-1.527161949E-4,1.069013379E-3,1.985310577E-3
3.677420390E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
3.698695910E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
3.719971430E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
3.741246430E-1,2.290742937E-3,-1.527161949E-4,7.635809598E-4
3.762521950E-1,-1.527161949E-4,-1.527161949E-4,1.985310577E-3
3.783796950E-1,2.290742937E-3,-1.527161949E-4,-4.581485991E-4
3.805072470E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
3.826347990E-1,-1.527161949E-4,2.290742937E-3,7.635809598E-4
3.847622990E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
3.868898510E-1,-1.374445739E-3,-1.374445739E-3,-4.581485991E-4
3.890174040E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
3.911449040E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
3.932724560E-1,-1.374445739E-3,1.069013379E-3,7.635809598E-4
3.954000080E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
3.975275080E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
3.996550600E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
4.017826120E-1,-1.374445739E-3,-1.527161949E-4,-1.679878100E-3
4.039101120E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
4.060376640E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
4.081651640E-1,-2.596175298E-3,1.069013379E-3,-4.581485991E-4
4.102927160E-1,1.069013379E-3,-1.374445739E-3,-4.581485991E-4
4.124202680E-1,1.069013379E-3,-1.374445739E-3,-4.581485991E-4
4.145477680E-1,1.069013379E-3,1.069013379E-3,7.635809598E-4
4.166753200E-1,-1.374445739E-3,1.069013379E-3,-4.581485991E-4
4.188028720E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
4.209303720E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
4.230579240E-1,-1.527161949E-4,-1.527161949E-4,1.985310577E-3
4.251854760E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
4.273129760E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
4.294405290E-1,-1.374445739E-3,-1.374445739E-3,-4.581485991E-4
4.315680290E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
4.336955810E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
4.358231330E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
4.379506330E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
4.400781850E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
4.422057370E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
4.443332370E-1,-1.374445739E-3,-1.374445739E-3,7.635809598E-4
4.464607890E-1,-1.527161949E-4,1.069013379E-3,1.985310577E-3
4.485883410E-1,-1.374445739E-3,1.069013379E-3,-4.581485991E-4
4.507158410E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
4.528433930E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
4.549709450E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
4.570984450E-1,-1.527161949E-4,-1.374445739E-3,7.635809598E-4
4.592259970E-1,-1.527161949E-4,1.069013379E-3,1.985310577E-3
4.613535490E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
4.634810490E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
4.656086010E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
4.677361010E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
4.698636540E-1,-2.596175298E-3,1.069013379E-3,7.635809598E-4
4.719912060E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
4.741187060E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
4.762462580E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
4.783738100E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
4.805013100E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
4.826288620E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
4.847564140E-1,1.069013379E-3,-1.374445739E-3,7.635809598E-4
4.868839140E-1,-1.374445739E-3,1.069013379E-3,7.635809598E-4
4.890114660E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
4.911389660E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
4.932665180E-1,-1.374445739E-3,1.069013379E-3,-4.581485991E-4
4.953940700E-1,1.069013379E-3,-1.374445739E-3,-4.581485991E-4
4.975215700E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
4.996491220E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
5.017766740E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
5.039041740E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
5.060317260E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
5.081592790E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
5.102867790E-1,1.069013379E-3,1.069013379E-3,-4.581485991E-4
5.124143310E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
5.145418830E-1,1.069013379E-3,-1.374445739E-3,-4.581485991E-4
5.166693830E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
5.187969350E-1,-2.596175298E-3,-1.527161949E-4,-4.581485991E-4
5.209244350E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
5.230519870E-1,1.069013379E-3,1.069013379E-3,7.635809598E-4
5.251795390E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
5.273070390E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
5.294345910E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
5.315621430E-1,-1.527161949E-4,-1.374445739E-3,7.635809598E-4
5.336896430E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
5.358171950E-1,-1.527161949E-4,-1.527161949E-4,-1.679878100E-3
5.379446950E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
5.400722470E-1,-1.374445739E-3,-1.374445739E-3,7.635809598E-4
5.421997990E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
5.443272990E-1,1.069013379E-3,1.069013379E-3,-4.581485991E-4
5.464548510E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
5.485824040E-1,-1.374445739E-3,-1.374445739E-3,-4.581485991E-4
5.507099040E-1,2.290742937E-3,-1.527161949E-4,7.635809598E-4
5.528374560E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
5.549650080E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
5.570925080E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
5.592200600E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
5.613475600E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
5.634751120E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
5.656026640E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
5.677302160E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
5.698577160E-1,-1.527161949E-4,-1.527161949E-4,-1.679878100E-3
5.719852680E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
5.741127680E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
5.762403200E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
5.783678720E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
5.804953720E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
5.826229240E-1,1.069013379E-3,-1.527161949E-4,-1.679878100E-3
5.847504760E-1,1.069013379E-3,1.069013379E-3,-4.581485991E-4
5.868779760E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
5.890055290E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
5.911330290E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
5.932605810E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
5.953881330E-1,1.069013379E-3,-1.374445739E-3,7.635809598E-4
5.975156330E-1,-1.527161949E-4,-1.374445739E-3,7.635809598E-4
5.996431850E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
6.017707370E-1,-1.527161949E-4,2.290742937E-3,7.635809598E-4
6.038982370E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
6.060257890E-1,1.069013379E-3,-1.374445739E-3,-4.581485991E-4
6.081533410E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
6.102808410E-1,-1.374445739E-3,1.069013379E-3,-4.581485991E-4
6.124083930E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
6.145359450E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
6.166634450E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
6.187909970E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
6.209184970E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
6.230460490E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
6.251736010E-1,1.069013379E-3,1.069013379E-3,7.635809598E-4
6.273011010E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
6.294286540E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
6.315562060E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
6.336837060E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
6.358112580E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
6.379387580E-1,1.069013379E-3,1.069013379E-3,-4.581485991E-4
6.400663100E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
6.421938620E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
6.443213620E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
6.464489140E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
6.485764660E-1,1.069013379E-3,1.069013379E-3,7.635809598E-4
6.507039660E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
6.528315180E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
6.549590700E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
6.570865700E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
6.592141220E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
6.613416220E-1,1.069013379E-3,-1.527161949E-4,-1.679878100E-3
6.634691740E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
6.655967260E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
6.677242260E-1,-2.596175298E-3,-1.374445739E-3,-4.581485991E-4
6.698517790E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
6.719793310E-1,-2.596175298E-3,-1.374445739E-3,-4.581485991E-4
6.741068310E-1,1.069013379E-3,-1.374445739E-3,-4.581485991E-4
6.762343830E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
6.783619350E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
6.804894350E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
6.826169870E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
6.847445390E-1,1.069013379E-3,-1.374445739E-3,-4.581485991E-4
6.868720390E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
6.889995910E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
6.911270910E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
6.932546430E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
6.953821950E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
6.975096950E-1,1.069013379E-3,-1.527161949E-4,-4.581485991E-4
6.996372470E-1,-1.527161949E-4,-1.527161949E-4,-1.679878100E-3
7.017647990E-1,1.069013379E-3,-1.374445739E-3,-1.679878100E-3
7.038922990E-1,-1.527161949E-4,-1.374445739E-3,7.635809598E-4
7.060198510E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
7.081474040E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
7.102749040E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
7.124024560E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
7.145299560E-1,1.069013379E-3,-1.374445739E-3,-1.679878100E-3
7.166575080E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
7.187850600E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
7.209125600E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
7.230401120E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
7.251676640E-1,1.069013379E-3,2.290742937E-3,7.635809598E-4
7.272951640E-1,-1.527161949E-4,-1.374445739E-3,7.635809598E-4
7.294227160E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
7.315502680E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
7.336777680E-1,-1.374445739E-3,1.069013379E-3,7.635809598E-4
7.358053200E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
7.379328200E-1,-1.374445739E-3,-1.374445739E-3,-4.581485991E-4
7.400603720E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
7.421879240E-1,-1.374445739E-3,-1.527161949E-4,1.985310577E-3
7.443154240E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
7.464429760E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
7.485705290E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
7.506980290E-1,-1.527161949E-4,1.069013379E-3,7.635809598E-4
7.528255810E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
7.549530810E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
7.570806330E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
7.592081850E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
7.613357370E-1,1.069013379E-3,1.069013379E-3,-4.581485991E-4
7.634632370E-1,-1.374445739E-3,-1.527161949E-4,1.985310577E-3
7.655907890E-1,1.069013379E-3,1.069013379E-3,-1.679878100E-3
7.677182890E-1,1.069013379E-3,-1.527161949E-4,7.635809598E-4
7.698458410E-1,-1.527161949E-4,-1.527161949E-4,7.635809598E-4
7.719733930E-1,-1.374445739E-3,-1.527161949E-4,-4.581485991E-4
7.741008930E-1,-1.374445739E-3,-1.374445739E-3,-4.581485991E-4
7.762284450E-1,-1.374445739E-3,-1.374445739E-3,-4.581485991E-4
7.783559970E-1,-1.527161949E-4,-1.527161949E-4,-4.581485991E-4
7.804834970E-1,-1.527161949E-4,-1.374445739E-3,-4.581485991E-4
7.826110490E-1,-1.527161949E-4,1.069013379E-3,-4.581485991E-4
7.847386010E-1,-1.374445739E-3,-1.374445739E-3,7.635809598E-4
7.868661010E-1,1.069013379E-3,1.069013379E-3,-4.581485991E-4
7.889936540E-1,-1.374445739E-3,1.069013379E-3,-1.679878100E-3
7.911211540E-1,-1.374445739E-3,-1.527161949E-4,7.635809598E-4
