"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.444506088E1,6.393750191E0,1.770000076E1,3.937500119E-1
1.445506088E1,8.156250000E0,1.948125076E1,-0.000000000E0
1.446506088E1,7.481250286E0,1.721250153E1,1.462500095E0
1.447506088E1,8.268750191E0,1.741875076E1,1.593750119E0
1.448506088E1,1.040625000E1,1.685625076E1,9.937500358E-1
1.449506088E1,1.006875038E1,1.655625153E1,5.437500477E-1
1.450506088E1,9.187500000E0,1.788750076E1,5.625000224E-2
1.451506088E1,1.125000000E1,1.496250057E1,4.500000179E-1
1.452506088E1,1.267500019E1,1.533750057E1,1.481250048E0
1.453506088E1,1.346250057E1,1.526250076E1,1.931250095E0
1.454506088E1,1.271250057E1,1.590000057E1,2.512500048E0
1.455506088E1,1.338750076E1,1.398750019E1,1.068750024E0
1.456506088E1,1.500000095E1,1.563750076E1,1.275000095E0
1.457506088E1,1.462500095E1,1.421250057E1,1.500000060E-1
1.458506088E1,1.614375114E1,1.306875038E1,7.687500119E-1
1.459506088E1,1.500000095E1,1.228125095E1,-3.750000000E-1
1.460506088E1,1.621875000E1,1.168125057E1,-2.250000089E-1
1.461506088E1,1.569375038E1,9.975000381E0,-1.312500089E-1
1.462506088E1,1.753125000E1,8.850000381E0,1.237500072E0
1.463506088E1,1.633125114E1,9.600000381E0,1.387500048E0
1.464506088E1,1.996875000E1,7.762500286E0,1.256250024E0
1.465506088E1,1.996875000E1,8.456250191E0,1.687500030E-1
1.466506088E1,1.880625153E1,6.150000095E0,6.000000238E-1
1.467506088E1,1.925625038E1,6.037500381E0,1.312500089E-1
1.468506088E1,2.019375038E1,5.006250381E0,2.587500095E0
1.469506088E1,2.105625153E1,4.218750000E0,1.106250048E0
1.470506088E1,2.010000038E1,3.318750143E0,1.462500095E0
1.471506088E1,2.163750076E1,2.737500191E0,1.912500024E0
1.472506088E1,2.253750038E1,1.950000048E0,1.481250048E0
1.473506088E1,2.186250114E1,3.750000000E-1,2.475000143E0
1.474506088E1,2.199375153E1,2.437500060E-1,9.562500119E-1
1.475506088E1,2.253750038E1,-1.931250095E0,1.800000072E0
1.476506088E1,2.176875114E1,-2.118750095E0,2.268750191E0
1.477506088E1,2.231250000E1,-3.768750191E0,1.293750048E0
1.478506088E1,2.321250153E1,-4.818750381E0,1.931250095E0
1.479506088E1,2.315625000E1,-6.075000286E0,1.518750072E0
1.480506088E1,2.193750000E1,-8.381250381E0,-1.218750000E0
1.481506088E1,2.272500038E1,-8.868750572E0,1.650000095E0
1.482506088E1,2.056875038E1,-8.456250191E0,7.500000000E-1
1.483506088E1,2.448750114E1,-1.111875057E1,6.750000119E-1
1.484506088E1,2.165625000E1,-1.228125095E1,3.000000119E-1
1.485506088E1,2.056875038E1,-1.261875057E1,1.687500119E0
1.486506088E1,2.051250076E1,-1.333125019E1,-5.437500477E-1
1.487506088E1,2.043750000E1,-1.541250038E1,1.687500030E-1
1.488506088E1,2.002500153E1,-1.475625038E1,1.050000072E0
1.489506088E1,2.023125076E1,-1.696875000E1,3.750000000E-1
1.490506088E1,2.034375000E1,-1.766250038E1,-3.375000060E-1
1.491506088E1,1.878750038E1,-1.788750076E1,-1.687500030E-1
1.492506088E1,1.873125076E1,-1.983750153E1,9.750000238E-1
1.493506088E1,1.888125038E1,-1.901250076E1,-1.931250095E0
1.494506088E1,1.790625000E1,-2.017500114E1,-1.706250072E0
1.495506088E1,1.552500057E1,-2.145000076E1,-1.781250119E0
1.496506088E1,1.721250153E1,-2.190000153E1,-1.631250024E0
1.497506088E1,1.621875000E1,-2.308125114E1,-2.775000095E0
1.498506088E1,1.404375076E1,-2.321250153E1,-2.737500191E0
1.499506088E1,1.460625076E1,-2.430000114E1,-3.450000048E0
1.500506088E1,1.479375076E1,-2.345625114E1,-4.087500095E0
1.501506088E1,1.177500057E1,-2.461875153E1,-5.362500191E0
1.502506088E1,1.220625019E1,-2.585625076E1,-5.306250095E0
1.503506088E1,1.016250038E1,-2.640000153E1,-5.718750000E0
1.504506088E1,9.900000572E0,-2.461875153E1,-6.843750477E0
1.505506088E1,8.043750763E0,-2.752500153E1,-9.262500763E0
1.506506088E1,9.618750572E0,-2.658750153E1,-9.618750572E0
1.507506088E1,8.025000572E0,-2.808750153E1,-8.643750191E0
1.508506088E1,6.300000191E0,-2.750625038E1,-1.151250076E1
1.509506088E1,5.962500095E0,-2.850000191E1,-1.070625019E1
1.510506088E1,5.456250191E0,-2.868750191E1,-1.265625095E1
1.511506088E1,4.350000381E0,-2.835000038E1,-1.522500038E1
1.512506088E1,2.137500048E0,-2.919375038E1,-1.590000057E1
1.513506088E1,1.350000024E0,-2.896875191E1,-1.756875038E1
1.514506088E1,5.437500477E-1,-2.943750191E1,-1.768125153E1
1.515506088E1,-1.368750095E0,-2.985000038E1,-2.036250114E1
1.516506088E1,-3.375000060E-1,-3.076875114E1,-2.169375038E1
1.517506088E1,-3.075000048E0,-2.941875076E1,-2.171250153E1
1.518506088E1,-2.381250143E0,-3.035625076E1,-2.424375153E1
1.519506088E1,-4.537500381E0,-3.007500076E1,-2.424375153E1
1.520506088E1,-4.425000191E0,-2.938125038E1,-2.788125038E1
1.521506088E1,-6.918750286E0,-2.955000114E1,-2.876250076E1
1.522506088E1,-7.893750191E0,-3.031875038E1,-2.930625153E1
1.523506088E1,-7.762500286E0,-2.990625191E1,-3.174375153E1
1.524506088E1,-8.531250000E0,-2.953125191E1,-3.266250229E1
1.525506088E1,-1.040625000E1,-2.994375038E1,-3.322500229E1
1.526506088E1,-1.149375057E1,-2.973750114E1,-3.292500305E1
1.527506088E1,-1.250625038E1,-2.771250153E1,-3.390000153E1
1.528506088E1,-1.483125019E1,-2.773125076E1,-3.356250000E1
1.529506088E1,-1.590000057E1,-2.780625153E1,-3.234375000E1
1.530506088E1,-1.586250019E1,-2.709375191E1,-3.238125229E1
1.531506088E1,-1.708125114E1,-2.606250191E1,-3.315000153E1
1.532506088E1,-1.663125038E1,-2.381250000E1,-2.994375038E1
1.533506088E1,-1.882500076E1,-2.437500191E1,-3.048750114E1
1.534506088E1,-1.818750000E1,-2.349375153E1,-3.084375191E1
1.535506088E1,-1.914375114E1,-2.465625191E1,-2.956875038E1
1.536506088E1,-1.929375076E1,-2.146875000E1,-2.760000038E1
1.537506088E1,-1.996875000E1,-2.291250038E1,-2.737500191E1
1.538506088E1,-2.071875000E1,-2.253750038E1,-2.752500153E1
1.539506088E1,-2.060625076E1,-2.030625153E1,-2.566875076E1
1.540506088E1,-2.208750153E1,-2.261250114E1,-2.583750153E1
1.541506088E1,-1.998750114E1,-2.025000000E1,-2.536875153E1
1.542506088E1,-2.167500114E1,-2.036250114E1,-2.460000038E1
1.543506088E1,-2.096250153E1,-1.878750038E1,-2.270625114E1
1.544506088E1,-2.371875000E1,-1.798125076E1,-2.240625000E1
1.545506088E1,-2.293125153E1,-1.820625114E1,-2.135625076E1
1.546506088E1,-2.317500114E1,-1.696875000E1,-2.049375153E1
1.547506088E1,-2.302500153E1,-1.751250076E1,-1.957500076E1
1.548506088E1,-2.386875153E1,-1.603125000E1,-1.811250114E1
1.549506088E1,-2.233125114E1,-1.621875000E1,-1.828125000E1
1.550506088E1,-2.409375191E1,-1.479375076E1,-1.590000057E1
1.551506088E1,-2.428125191E1,-1.535625076E1,-1.633125114E1
1.552506088E1,-2.418750191E1,-1.410000038E1,-1.366875076E1
1.553506088E1,-2.458125114E1,-1.286250019E1,-1.145625019E1
1.554506088E1,-2.478750038E1,-1.398750019E1,-1.245000076E1
1.555506088E1,-2.456250191E1,-1.188750076E1,-1.269375038E1
1.556506088E1,-2.469375038E1,-1.175625038E1,-1.224375057E1
1.557506088E1,-2.446875191E1,-1.063125038E1,-9.881250381E0
1.558506088E1,-2.445000076E1,-1.063125038E1,-8.831250191E0
1.559506088E1,-2.422500038E1,-8.531250000E0,-9.675000191E0
1.560506088E1,-2.388750076E1,-8.643750191E0,-7.875000477E0
1.561506088E1,-2.497500038E1,-8.700000763E0,-8.156250000E0
1.562506088E1,-2.495625114E1,-8.418750763E0,-7.256250381E0
1.563506088E1,-2.415000153E1,-8.231250763E0,-6.075000286E0
1.564506088E1,-2.426250076E1,-7.125000477E0,-6.262500286E0
1.565506088E1,-2.475000191E1,-7.293750286E0,-6.712500095E0
1.566506088E1,-2.475000191E1,-7.031250477E0,-7.481250286E0
1.567506088E1,-2.428125191E1,-6.862500191E0,-7.650000095E0
1.568506088E1,-2.550000191E1,-6.787500381E0,-7.181250095E0
1.569506088E1,-2.424375153E1,-6.431250095E0,-6.300000191E0
1.570506088E1,-2.497500038E1,-5.362500191E0,-6.487500191E0
1.571506088E1,-2.368125153E1,-3.900000095E0,-6.731250286E0
1.572506088E1,-2.561250114E1,-5.681250095E0,-6.618750095E0
1.573506088E1,-2.463750076E1,-5.343750000E0,-4.837500095E0
1.574506088E1,-2.461875153E1,-4.781250000E0,-4.856250286E0
1.575506088E1,-2.516250038E1,-3.018750191E0,-4.781250000E0
1.576506088E1,-2.443125153E1,-3.656250238E0,-5.812500000E0
1.577506088E1,-2.559375191E1,-1.650000095E0,-6.037500381E0
1.578506088E1,-2.330625153E1,-2.606250048E0,-5.418750286E0
1.579506088E1,-2.418750191E1,-1.293750048E0,-6.375000477E0
1.580506088E1,-2.431875038E1,-8.812500238E-1,-5.943750381E0
1.581506088E1,-2.505000114E1,5.625000224E-2,-4.912500381E0
1.582506088E1,-2.422500038E1,8.062500358E-1,-3.600000143E0
1.583506088E1,-2.568750191E1,-9.562500119E-1,-3.506250143E0
1.584506088E1,-2.653125191E1,1.068750024E0,-3.431250095E0
1.585506088E1,-2.435625076E1,1.218750000E0,-3.168750048E0
1.586506088E1,-2.413125038E1,3.581250191E0,-4.781250000E0
1.587506088E1,-2.542500114E1,2.118750095E0,-4.087500095E0
1.588506088E1,-2.416875076E1,2.343750000E0,-4.425000191E0
1.589506088E1,-2.379375076E1,3.900000095E0,-3.750000238E0
1.590506088E1,-2.493750191E1,4.462500095E0,1.599375057E1
1.591506088E1,-2.411250114E1,6.056250095E0,1.576875019E1
1.592506088E1,-2.394375038E1,6.206250191E0,1.590000057E1
1.593506088E1,-2.323125076E1,8.193750381E0,1.670625114E1
1.594506088E1,-2.415000153E1,7.987500191E0,1.749375153E1
1.595506088E1,-2.411250114E1,9.937500000E0,1.545000076E1
1.596506088E1,-2.205000114E1,1.091250038E1,1.582500076E1
1.597506088E1,-2.323125076E1,8.887500763E0,1.531875038E1
1.598506088E1,-2.311875153E1,1.111875057E1,1.659375000E1
1.599506088E1,-2.109375000E1,1.222500038E1,1.515000057E1
1.600506088E1,-2.105625153E1,1.111875057E1,1.860000038E1
1.601506088E1,-2.180625153E1,1.203750038E1,1.796250153E1
1.602506088E1,-2.101875114E1,1.181250000E1,1.961250114E1
1.603506088E1,-1.961250114E1,1.245000076E1,1.912500000E1
1.604506088E1,-2.064375114E1,1.280625057E1,2.077500153E1
1.605506088E1,-2.049375153E1,1.351875019E1,1.938750076E1
1.606506088E1,-1.813125038E1,1.325625038E1,2.178750038E1
1.607506088E1,-1.807500076E1,1.548750019E1,2.002500153E1
1.608506088E1,-1.828125000E1,1.436250019E1,1.963125038E1
1.609506088E1,-1.828125000E1,1.462500095E1,1.961250114E1
1.610506088E1,-1.681875038E1,1.625625038E1,1.921875000E1
1.611506088E1,-1.683750153E1,1.569375038E1,1.985625076E1
1.612506088E1,-1.666875076E1,1.586250019E1,2.058750153E1
1.613506088E1,-1.668750000E1,1.488750076E1,2.169375038E1
1.614506088E1,-1.353750038E1,1.648125076E1,2.113125038E1
1.615506088E1,-1.443750095E1,1.725000000E1,2.096250153E1
1.616506088E1,-1.351875019E1,1.689375114E1,2.081250000E1
1.617506088E1,-1.230000019E1,1.642500114E1,2.051250076E1
1.618506088E1,-1.335000038E1,1.801875114E1,1.925625038E1
1.619506088E1,-1.282500076E1,1.846875000E1,2.133750153E1
1.620506088E1,-1.273125076E1,1.764375114E1,2.015625000E1
1.621506088E1,-1.085625076E1,1.775625038E1,2.043750000E1
1.622506088E1,-1.051875019E1,1.848750114E1,2.115000153E1
1.623506088E1,-1.100625038E1,1.830000114E1,1.996875000E1
1.624506088E1,-1.035000038E1,1.835625076E1,2.131875038E1
1.625506088E1,-8.925000191E0,1.927500153E1,2.156250000E1
1.626506088E1,-9.037500381E0,2.038125038E1,2.165625000E1
1.627506088E1,-8.043750763E0,1.837500000E1,2.083125114E1
1.628506088E1,-7.837500095E0,1.908750153E1,2.261250114E1
1.629506088E1,-6.300000191E0,1.876875114E1,2.169375038E1
1.630506088E1,-4.987500191E0,2.120625114E1,2.111250114E1
1.631506088E1,-4.443750381E0,1.860000038E1,2.212500000E1
1.632506088E1,-3.206250191E0,1.936875153E1,2.056875038E1
1.633506088E1,-2.250000000E0,1.931250000E1,2.266875076E1
1.634506088E1,-6.000000238E-1,1.843125153E1,2.103750038E1
1.635506088E1,-2.568750143E0,2.038125038E1,1.946250153E1
1.636506088E1,-1.293750048E0,2.034375000E1,2.201250076E1
1.637506088E1,1.331250072E0,1.940625000E1,2.353125000E1
1.638506088E1,2.062500000E0,1.875000000E1,2.250000000E1
1.639506088E1,3.281250238E0,1.841250038E1,2.203125000E1
1.640506088E1,4.125000000E0,1.972500038E1,2.257500076E1
1.641506088E1,6.225000381E0,1.818750000E1,2.216250038E1
1.642506088E1,4.331250191E0,1.751250076E1,2.206875038E1
1.643506088E1,7.162500381E0,1.839375114E1,2.229375076E1
1.644506088E1,6.862500191E0,1.837500000E1,2.259375000E1
1.645506088E1,8.381250381E0,1.833750153E1,2.107500076E1
1.646506088E1,7.237500191E0,1.631250000E1,2.253750038E1
1.647506088E1,9.093750000E0,1.616250038E1,2.251875114E1
1.648506088E1,8.625000000E0,1.640625000E1,2.145000076E1
1.649506088E1,1.014375019E1,1.580625057E1,2.176875114E1
1.650506088E1,1.080000019E1,1.655625153E1,2.218125153E1
1.651506088E1,1.188750076E1,1.231875038E1,2.280000114E1
1.652506088E1,1.100625038E1,1.406250095E1,2.152500153E1
1.653506088E1,1.111875057E1,1.226250076E1,2.250000000E1
1.654506088E1,1.218750095E1,1.233750057E1,2.218125153E1
1.655506088E1,1.561875057E1,1.338750076E1,2.118750000E1
1.656506088E1,1.419375038E1,1.136250019E1,2.326875114E1
1.657506088E1,1.419375038E1,1.177500057E1,2.265000153E1
1.658506088E1,1.524375057E1,1.059375000E1,2.298750114E1
1.659506088E1,1.629375076E1,9.412500381E0,2.407500076E1
1.660506088E1,1.689375114E1,1.001250076E1,2.193750000E1
1.661506088E1,1.747500038E1,8.381250381E0,2.259375000E1
1.662506088E1,1.580625057E1,9.937500000E0,2.195625114E1
1.663506088E1,1.588125038E1,7.575000286E0,2.265000153E1
1.664506088E1,1.884375000E1,7.500000477E0,2.323125076E1
1.665506088E1,1.507500076E1,7.106250286E0,2.116875076E1
1.666506088E1,1.756875038E1,7.256250381E0,2.143125153E1
1.667506088E1,1.753125000E1,6.562500477E0,2.176875114E1
1.668506088E1,1.905000114E1,5.550000191E0,2.133750153E1
1.669506088E1,1.762500000E1,4.912500381E0,2.139375114E1
1.670506088E1,1.985625076E1,6.300000191E0,2.190000153E1
1.671506088E1,1.858125114E1,5.381250381E0,2.210625076E1
1.672506088E1,1.863750076E1,6.093750477E0,2.343750000E1
1.673506088E1,1.788750076E1,3.956250191E0,2.143125153E1
1.674506088E1,1.813125038E1,5.362500191E0,2.347500038E1
1.675506088E1,1.931250000E1,4.050000191E0,2.201250076E1
1.676506088E1,2.055000114E1,4.537500381E0,2.152500153E1
1.677506088E1,1.998750114E1,4.931250095E0,2.347500038E1
1.678506088E1,2.073750114E1,5.662500381E0,2.101875114E1
1.679506088E1,1.882500076E1,3.881250143E0,2.156250000E1
1.680506088E1,1.803750038E1,3.825000048E0,2.128125000E1
1.681506088E1,1.775625038E1,3.806250095E0,2.265000153E1
1.682506088E1,1.831875038E1,6.487500191E0,2.191875076E1
1.683506088E1,1.781250000E1,5.625000000E0,2.210625076E1
1.684506088E1,2.105625153E1,5.006250381E0,2.255625153E1
1.685506088E1,1.886250114E1,4.856250286E0,2.152500153E1
1.686506088E1,1.785000038E1,2.981250048E0,2.146875000E1
1.687506088E1,1.779375076E1,5.062500000E0,2.214375114E1
1.688506088E1,1.916250038E1,5.137500286E0,2.045625114E1
1.689506088E1,2.047500038E1,6.075000286E0,2.266875076E1
1.690506088E1,1.826250076E1,4.256250381E0,2.368125153E1
1.691506088E1,1.781250000E1,5.343750000E0,2.212500000E1
1.692506088E1,2.010000038E1,4.800000191E0,2.197500038E1
1.693506088E1,1.936875153E1,5.587500095E0,2.193750000E1
1.694506088E1,1.918125153E1,4.875000000E0,2.212500000E1
1.695506088E1,1.948125076E1,5.175000191E0,2.120625114E1
1.696506088E1,1.901250076E1,4.312500000E0,2.306250000E1
1.697506088E1,1.764375114E1,4.912500381E0,2.244375038E1
1.698506088E1,1.809375000E1,4.387500286E0,2.261250114E1
1.699506088E1,1.918125153E1,5.418750286E0,2.118750000E1
1.700506088E1,1.854375076E1,3.862500191E0,2.293125153E1
1.701506088E1,1.995000076E1,4.500000000E0,2.259375000E1
1.702506088E1,1.995000076E1,4.912500381E0,2.120625114E1
1.703506088E1,1.856250000E1,5.118750095E0,2.182500076E1
1.704506088E1,1.905000114E1,5.287500381E0,2.270625114E1
1.705506088E1,1.779375076E1,5.062500000E0,2.214375114E1
1.706506088E1,1.781250000E1,5.062500000E0,2.289375114E1
1.707506088E1,1.730625153E1,4.612500191E0,2.201250076E1
1.708506088E1,1.858125114E1,5.381250381E0,2.180625153E1
1.709506088E1,1.803750038E1,7.162500381E0,2.235000038E1
1.710506088E1,1.876875114E1,6.506250381E0,2.160000038E1
1.711506088E1,1.741875076E1,7.668750286E0,2.158125114E1
1.712506088E1,1.835625076E1,7.181250095E0,2.325000000E1
1.713506088E1,1.710000038E1,6.956250191E0,2.251875114E1
1.714506088E1,1.586250019E1,7.293750286E0,2.161875153E1
1.715506088E1,1.554375076E1,6.581250191E0,2.240625000E1
1.716506088E1,1.751250076E1,9.618750572E0,2.223750114E1
1.717506088E1,1.698750114E1,7.931250095E0,2.233125114E1
1.718506088E1,1.657500076E1,9.693750381E0,2.163750076E1
1.719506088E1,1.503750038E1,1.001250076E1,2.180625153E1
1.720506088E1,1.528125095E1,9.187500000E0,1.957500076E1
1.721506088E1,1.350000095E1,1.061250019E1,2.148750114E1
1.722506088E1,1.526250076E1,1.185000038E1,2.186250114E1
1.723506088E1,1.479375076E1,1.181250000E1,2.128125000E1
1.724506088E1,1.267500019E1,1.278750038E1,2.246250153E1
1.725506088E1,1.237500095E1,1.318125057E1,2.184375000E1
1.726506088E1,1.230000019E1,1.580625057E1,1.993125153E1
1.727506088E1,1.025625038E1,1.415625095E1,2.214375114E1
1.728506088E1,1.083750057E1,1.350000095E1,2.171250153E1
1.729506088E1,1.029375076E1,1.567500019E1,2.101875114E1
1.730506088E1,8.568750381E0,1.486875057E1,2.227500153E1
1.731506088E1,7.650000095E0,1.563750076E1,2.013750076E1
1.732506088E1,8.118750572E0,1.554375076E1,2.073750114E1
1.733506088E1,6.750000477E0,1.614375114E1,2.163750076E1
1.734506088E1,4.725000381E0,1.586250019E1,2.122500038E1
1.735506088E1,5.400000095E0,1.730625153E1,2.070000076E1
1.736506088E1,6.543750286E0,1.959375000E1,1.891875076E1
1.737506088E1,3.562500238E0,1.773750114E1,2.100000000E1
1.738506088E1,4.218750000E0,1.890000153E1,2.139375114E1
1.739506088E1,2.793750048E0,1.796250153E1,2.146875000E1
1.740506088E1,2.475000143E0,1.863750076E1,1.931250000E1
1.741506088E1,1.331250072E0,1.995000076E1,2.139375114E1
1.742506088E1,-7.125000358E-1,1.953750038E1,2.083125114E1
1.743506088E1,-1.068750024E0,1.854375076E1,2.011875153E1
1.744506088E1,-2.193750143E0,1.790625000E1,1.955625153E1
1.745506088E1,-2.137500048E0,1.890000153E1,2.088750076E1
1.746506088E1,-4.762500286E0,1.981875038E1,1.906875038E1
1.747506088E1,-4.143750191E0,1.944375038E1,1.936875153E1
1.748506088E1,-6.487500191E0,1.942500114E1,1.848750114E1
1.749506088E1,-7.725000381E0,1.893750000E1,1.974375153E1
1.750506088E1,-7.181250095E0,1.758750153E1,1.858125114E1
1.751506088E1,-8.212500572E0,1.972500038E1,1.653750038E1
1.752506088E1,-7.950000286E0,1.807500076E1,1.721250153E1
1.753506088E1,-8.400000572E0,1.916250038E1,1.565625095E1
1.754506088E1,-1.016250038E1,1.766250038E1,1.635000038E1
1.755506088E1,-1.310625076E1,1.704375076E1,1.717500114E1
1.756506088E1,-1.196250057E1,1.837500000E1,1.755000114E1
1.757506088E1,-1.220625019E1,1.655625153E1,1.642500114E1
1.758506088E1,-1.501875019E1,1.678125000E1,1.479375076E1
1.759506088E1,-1.342500019E1,1.756875038E1,1.550625038E1
1.760506088E1,-1.567500019E1,1.520625019E1,1.593750095E1
1.761506088E1,-1.556250095E1,1.479375076E1,1.443750095E1
1.762506088E1,-1.755000114E1,1.535625076E1,1.488750076E1
1.763506088E1,-1.839375114E1,1.432500076E1,1.359375095E1
1.764506088E1,-1.936875153E1,1.288125038E1,1.411875057E1
1.765506088E1,-1.916250038E1,1.385625076E1,1.498125076E1
1.766506088E1,-1.980000114E1,1.325625038E1,1.456875038E1
1.767506088E1,-2.109375000E1,1.275000095E1,1.308750057E1
1.768506088E1,-2.043750000E1,1.280625057E1,1.443750095E1
1.769506088E1,-2.079375076E1,1.235625076E1,1.310625076E1
1.770506088E1,-2.006250000E1,1.213125038E1,1.143750000E1
1.771506088E1,-2.308125114E1,9.431250572E0,1.295625019E1
1.772506088E1,-2.261250114E1,9.731250763E0,1.203750038E1
1.773506088E1,-2.355000114E1,9.525000572E0,1.220625019E1
1.774506088E1,-2.508750153E1,9.843750000E0,1.205625057E1
1.775506088E1,-2.328750038E1,9.262500763E0,9.806250572E0
1.776506088E1,-2.366250038E1,7.293750286E0,1.095000076E1
1.777506088E1,-2.518125153E1,8.025000572E0,1.108125019E1
1.778506088E1,-2.405625153E1,5.737500191E0,9.956250191E0
1.779506088E1,-2.544375038E1,6.206250191E0,9.056250572E0
1.780506088E1,-2.589375114E1,6.168750286E0,9.675000191E0
1.781506088E1,-2.497500038E1,6.093750477E0,8.756250381E0
1.782506088E1,-2.533125114E1,5.512500286E0,8.175000191E0
1.783506088E1,-2.741250038E1,3.562500238E0,8.437500000E0
1.784506088E1,-2.611875153E1,5.043750286E0,7.612500191E0
1.785506088E1,-2.668125153E1,3.318750143E0,5.718750000E0
1.786506088E1,-2.638125038E1,3.075000048E0,6.487500191E0
1.787506088E1,-2.814375114E1,1.706250072E0,5.812500000E0
1.788506088E1,-2.675625038E1,2.343750000E0,3.806250095E0
1.789506088E1,-2.634375191E1,1.256250024E0,2.943750143E0
1.790506088E1,-2.636250114E1,1.256250024E0,2.643750191E0
1.791506088E1,-2.688750076E1,-4.500000179E-1,2.268750191E0
1.792506088E1,-2.731875038E1,-2.700000048E0,7.125000358E-1
1.793506088E1,-2.716875076E1,-2.287500143E0,-1.125000000E0
1.794506088E1,-2.885625076E1,-1.837500095E0,-1.256250024E0
1.795506088E1,-2.683125114E1,-4.218750000E0,-3.300000191E0
1.796506088E1,-2.921250153E1,-5.493750095E0,-3.975000143E0
1.797506088E1,-2.913750076E1,-5.643750191E0,-8.943750381E0
1.798506088E1,-2.737500191E1,-8.437500000E0,-8.400000572E0
1.799506088E1,-3.054375076E1,-9.487500191E0,-9.506250381E0
1.800506088E1,-2.949375153E1,-9.018750191E0,-1.286250019E1
1.801506088E1,-2.904375076E1,-9.412500381E0,-1.286250019E1
1.802506088E1,-2.859375191E1,-1.312500095E1,-1.436250019E1
1.803506088E1,-2.844375038E1,-1.230000019E1,-1.666875076E1
1.804506088E1,-2.977500153E1,-1.501875019E1,-1.561875057E1
1.805506088E1,-2.790000153E1,-1.393125057E1,-1.781250000E1
1.806506088E1,-2.688750076E1,-1.580625057E1,-1.773750114E1
1.807506088E1,-2.745000076E1,-1.779375076E1,-1.824375153E1
1.808506088E1,-2.544375038E1,-1.781250000E1,-1.948125076E1
1.809506088E1,-2.521875191E1,-2.028750038E1,-1.801875114E1
1.810506088E1,-2.572500038E1,-2.058750153E1,-1.775625038E1
1.811506088E1,-2.535000038E1,-2.028750038E1,-1.520625019E1
1.812506088E1,-2.371875000E1,-2.210625076E1,-1.470000076E1
1.813506088E1,-2.469375038E1,-2.300625038E1,-1.509375095E1
1.814506088E1,-2.302500153E1,-2.388750076E1,-1.539375019E1
1.815506088E1,-2.158125114E1,-2.446875191E1,-1.130625057E1
1.816506088E1,-2.010000038E1,-2.630625153E1,-1.108125019E1
1.817506088E1,-1.953750038E1,-2.446875191E1,-9.525000572E0
1.818506088E1,-1.878750038E1,-2.510625076E1,-9.356250763E0
1.819506088E1,-1.646250153E1,-2.606250191E1,-6.468750477E0
1.820506088E1,-1.728750038E1,-2.818125153E1,-4.856250286E0
1.821506088E1,-1.518750095E1,-2.651250076E1,-3.900000095E0
1.822506088E1,-1.415625095E1,-2.797500038E1,-3.543750048E0
1.823506088E1,-1.396875095E1,-2.754375076E1,-2.062500000E0
1.824506088E1,-1.374375057E1,-2.668125153E1,1.875000075E-2
1.825506088E1,-1.511250019E1,-3.037500191E1,1.106250048E0
1.826506088E1,-1.132500076E1,-2.874375153E1,5.250000358E-1
1.827506088E1,-1.130625057E1,-2.874375153E1,2.493750095E0
1.828506088E1,-1.080000019E1,-2.801250076E1,3.056250095E0
1.829506088E1,-1.063125038E1,-2.786250114E1,3.956250191E0
1.830506088E1,-1.020000076E1,-2.893125153E1,4.443750381E0
1.831506088E1,-8.906250000E0,-2.842500114E1,5.606250286E0
1.832506088E1,-5.775000095E0,-2.835000038E1,7.687500477E0
1.833506088E1,-6.243750095E0,-2.866875076E1,8.156250000E0
1.834506088E1,-5.550000191E0,-3.056250191E1,7.781250477E0
1.835506088E1,-3.900000095E0,-2.865000153E1,9.937500000E0
1.836506088E1,-4.031250000E0,-2.850000191E1,1.068750000E1
1.837506088E1,-3.093750238E0,-2.859375191E1,1.083750057E1
1.838506088E1,-2.306250095E0,-2.838750076E1,1.201875019E1
1.839506088E1,-1.181250095E0,-2.857500076E1,1.473750019E1
1.840506088E1,-2.306250095E0,-2.866875076E1,1.278750038E1
1.841506088E1,0.000000000E0,-2.962500191E1,1.355625057E1
1.842506088E1,7.125000358E-1,-2.761875153E1,1.466250038E1
1.843506088E1,1.106250048E0,-2.898750114E1,1.351875019E1
1.844506088E1,1.950000048E0,-2.823750114E1,1.543125057E1
1.845506088E1,4.162500381E0,-2.698125076E1,1.595625019E1
1.846506088E1,3.825000048E0,-2.769375038E1,1.567500019E1
1.847506088E1,3.918750048E0,-2.574375153E1,1.620000076E1
1.848506088E1,4.481250286E0,-2.778750038E1,1.779375076E1
1.849506088E1,6.187500477E0,-2.711250114E1,1.638750076E1
1.850506088E1,4.968750000E0,-2.664375114E1,1.683750153E1
1.851506088E1,6.675000191E0,-2.681250191E1,1.756875038E1
1.852506088E1,5.325000286E0,-2.565000153E1,1.678125000E1
1.853506088E1,6.675000191E0,-2.722500038E1,1.818750000E1
1.854506088E1,5.493750095E0,-2.521875191E1,1.661250114E1
1.855506088E1,8.737500191E0,-2.625000191E1,1.873125076E1
1.856506088E1,9.881250381E0,-2.465625191E1,1.818750000E1
1.857506088E1,8.793750763E0,-2.499375153E1,1.927500153E1
1.858506088E1,1.038750076E1,-2.281875038E1,1.704375076E1
1.859506088E1,1.192500019E1,-2.381250000E1,1.888125038E1
1.860506088E1,1.226250076E1,-2.392500114E1,2.008125114E1
1.861506088E1,1.321875095E1,-2.330625153E1,2.004375076E1
